2017-6-6,-0.837184968,-0.967793314,-0.236072901,-1.181327529,-1.506704653,-0.842755948,-0.47776569,-0.183147243,-0.676135807,-1.453388419,-0.847758295,-0.252395704,-0.08268191,-0.614798161,-1.401620341,-1
2017-6-2,-0.531529565,-0.583650443,-0.446413238,-1.184019147,-1.374501235,-0.542995,-0.396923648,-0.160369876,-0.675528506,-1.334461687,-0.554029047,-0.240567296,-0.083877934,-0.614898719,-1.294958466,-1
2017-5-31,-0.429644431,-0.742129471,0.131573008,-1.184916353,-1.330433429,-0.442449205,-0.436552972,-0.182713864,-0.675324805,-1.294571292,-0.454890323,-0.247256584,-0.082406001,-0.61493266,-1.258958231,1
2017-5-26,-0.735299834,-0.182916897,0.430327135,-1.182224735,-1.462636847,-0.743148372,-0.257378906,-0.144655348,-0.675934007,-1.413870251,-0.750461115,-0.207456526,-0.080008594,-0.614831471,-1.366288825,1
2017-5-19,-1.040955237,-0.574310306,-0.370811993,-1.179533118,-1.594840266,-1.041032881,-0.394312902,-0.170485843,-0.676537506,-1.532052527,-1.040524539,-0.240076714,-0.083247509,-0.614732167,-1.471619529,-1
2017-5-18,-0.837184968,-0.881177949,-0.607947767,-1.181327529,-1.506704653,-0.842755948,-0.464061359,-0.1315006,-0.676135807,-1.453388419,-0.847758295,-0.250933574,-0.086295179,-0.614798161,-1.401620341,-1
2017-5-17,-0.429644431,-0.783381876,-0.140794125,-1.184916353,-1.330433429,-0.442449205,-0.445422238,-0.187949848,-0.675324805,-1.294571292,-0.454890323,-0.248538975,-0.082564793,-0.61493266,-1.258958231,1
2017-5-16,-0.939070102,-0.704312372,0.334324158,-1.180430324,-1.55077246,-0.942050784,-0.427897407,-0.160571735,-0.676336973,-1.492782511,-0.944445464,-0.245924429,-0.081237828,-0.61476506,-1.436730343,-1
2017-5-15,-0.837184968,-0.739158698,-0.571641889,-1.181327529,-1.506704653,-0.842755948,-0.435891194,-0.138850232,-0.676135807,-1.453388419,-0.847758295,-0.247157481,-0.085604599,-0.614798161,-1.401620341,1
2017-5-12,-0.939070102,-0.744635712,0.109578348,-1.180430324,-1.55077246,-0.942050784,-0.437108859,-0.184179653,-0.676336973,-1.492782511,-0.944445464,-0.24733947,-0.082451383,-0.61476506,-1.436730343,1
2017-5-11,-1.34661064,-0.441265632,-0.185930228,-1.1768415,-1.727043684,-1.336102735,-0.353799088,-0.18610337,-0.677135303,-1.649118121,-1.325132386,-0.231766928,-0.082600351,-0.614634731,-1.57496915,-1
2017-5-9,-0.327759296,-0.806487182,0.324127219,-1.185813558,-1.286365623,-0.34159067,-0.450128852,-0.162057194,-0.675120471,-1.25455682,-0.355133913,-0.24918358,-0.081338236,-0.614966812,-1.222733695,-1
2017-5-8,-0.225874162,-0.750685809,-0.095557482,-1.186710764,-1.242297816,-0.240419396,-0.438441692,-0.189026168,-0.674915503,-1.214418273,-0.254757901,-0.247536859,-0.082552398,-0.615001175,-1.186284163,-1
2017-5-5,-0.022103894,-0.496993574,0.005651574,-1.188505176,-1.154162204,-0.037138628,-0.371525303,-0.18862712,-0.674503666,-1.13376895,-0.052139394,-0.235558561,-0.082545916,-0.615070542,-1.112707323,-1
