-0.334336957,-0.473625578,0.148901631,-1.181110851,-1.275161938,1.087658791,-0.473625578,1
-0.844695553,-0.964691896,-0.238856897,-1.176639667,-1.49592722,0.656503253,-0.964691896,1
-0.538480396,-0.581203854,-0.449052433,-1.179322378,-1.363468051,0.657842245,-0.581203854,-1
-0.436408677,-0.739412731,0.128535922,-1.180216614,-1.319314994,-0.213917333,-0.739412731,-1
-0.742623834,-0.181153417,0.427084384,-1.177533904,-1.451774164,-1.123218651,-0.181153417,1
-1.355054148,-0.453106249,0.26347582,-1.172168484,-1.716692503,1.087658791,-0.453106249,1
-1.355054148,-0.891339595,-0.271210008,-1.172168484,-1.716692503,0.648290766,-0.891339595,-1
-1.048838991,-0.571879638,-0.373503233,-1.174851194,-1.584233333,-0.21801034,-0.571879638,-1
-0.844695553,-0.87822418,-0.610475761,-1.176639667,-1.49592722,-0.631607393,-0.87822418,-1
-0.436408677,-0.780594815,-0.143643711,-1.180216614,-1.319314994,0.214466817,-0.780594815,-1
-0.946767272,-0.701660096,0.331147496,-1.175745431,-1.540080277,1.087658791,-0.701660096,1
-0.844695553,-0.736447022,-0.574194876,-1.176639667,-1.49592722,-0.22212917,-0.736447022,-1
-1.355054148,-0.439061759,-0.188748742,-1.172168484,-1.716692503,0.225347714,-0.439061759,1
-0.538480396,-0.601350279,-0.91838369,-1.179322378,-1.363468051,-1.054770433,-0.601350279,-1
-0.232265238,-0.747954484,-0.098438209,-1.182005088,-1.231008881,0.663116068,-0.747954484,-1
-0.0281218,-0.494694704,0.002701173,-1.183793562,-1.142702768,-0.610512103,-0.494694704,-1
-0.0281218,-0.556706872,-0.646613789,-1.183793562,-1.142702768,-0.589928213,-0.556706872,-1
0.380165076,-0.717191425,-0.177078451,-1.187370509,-0.966090542,0.248865289,-0.717191425,-1
0.380165076,-0.730251064,-0.359200297,-1.187370509,-0.966090542,0.6695291,-0.730251064,-1
0.482236795,-0.766032402,-0.129956158,-1.188264745,-0.921937486,1.087658791,-0.766032402,-1
0.890523672,-0.637826431,-0.676690612,-1.191841692,-0.745325259,0.672040389,-0.637826431,-1
0.686380233,0.363775345,-0.177547838,-1.190053219,-0.833631372,0.675751268,0.363775345,1
0.992595391,-0.332732874,0.23893901,-1.192735929,-0.701172203,0.674521693,-0.332732874,-1
0.890523672,0.159455346,-0.483130813,-1.191841692,-0.745325259,0.680597239,0.159455346,-1
1.502953986,-0.068975981,-1.292134415,-1.197207113,-0.48040692,0.283002234,-0.068975981,-1
1.809169144,1.466072593,-0.710971503,-1.199889823,-0.347947751,-1.745108738,1.466072593,-1
1.502953986,0.108131524,-0.611814846,-1.197207113,-0.48040692,0.273535686,0.108131524,1
1.400882267,0.370350583,-1.485885736,-1.196312876,-0.524559977,0.680597239,0.370350583,1
