nor_open_price,nor_high_price,nor_low_price,nor_close_price,nor_trading_volumn,nor_Capital,nor_PE_TTM,nor_PB,nor_SA,nor_Turn_Over,nor_open_price-Order2,nor_high_price-Order2,nor_low_price-Order2,nor_close_price-Order2,nor_trading_volumn-Order2,nor_Capital-Order2,nor_PE_TTM-Order2,nor_PB-Order2,nor_SA-Order2,nor_Turn_Over-Order2,Label
-0.975367719413,-0.869286795644,-0.90872188832,-0.948513608766,1.35178884583,1.16442384727,1.38675476484,0.34859701739,0.67222161292,0.276668493827,-0.939580203497,-0.851997145419,-0.884362333261,-0.920332093865,0.873136824365,-0.0434000167684,1.23347615267,0.23754650929,-0.364490470824,-0.0316047387316,stay
-1.136775852,-1.02112830714,-1.05673201119,-1.09341051151,0.114025288265,0.530368687955,1.34097190795,0.242124883353,0.717776126638,-0.406923791618,-1.0700692776,-0.977214508586,-1.00462562336,-1.03943741022,-0.100397434008,-0.163910828304,1.1433107194,0.125017296781,-0.367753887198,-0.394137611632,bup
-1.09764660774,-1.09949811952,-1.03360542949,-1.07788584336,1.10850663723,-0.476407646751,1.34587721404,0.253532611999,-0.291908159309,0.142308550874,-1.03877866152,-1.04054970847,-0.986049832652,-1.02681495665,0.641863665356,-0.0845408563553,1.15286620381,0.136942832963,-0.0873863299097,-0.117728182297,stay
-1.21503434053,-1.09949811952,-1.14461302164,-1.21760785671,0.326728587093,0.680669734386,1.30172945918,0.150863054178,0.862606303304,-0.289451974582,-1.13199175993,-1.04054970847,-1.07448622913,-1.13921754469,0.0309192310701,-0.147259574381,1.06777488831,0.030746274291,-0.372236548465,-0.34523680774,stay
-1.16123162967,-1.22684906464,-1.17699023602,-1.20725807794,-0.600345804083,-0.0621630354446,1.30499966324,0.158468206609,-0.0645946560745,-0.801456790016,-1.08951440551,-1.14159163791,-1.09993402554,-1.13098398061,-0.432139357972,-0.157422977204,1.07400788358,0.0385252426057,-0.188512694819,-0.517674458663,stay
-1.27861936246,-1.15827547881,-1.10298517458,-1.23830741425,0.667376401387,1.0159860146,1.29518905105,0.135652749315,-0.153020172815,-0.10131893699,-1.18165703547,-1.08747333288,-1.04153792882,-1.15564024714,0.272331165202,-0.0834257655931,1.05534252906,0.0152303105122,-0.151798869627,-0.255337801844,stay
-1.25905474032,-1.19256227173,-1.21861808307,-1.23313252486,0.26958696311,0.597441679222,1.29682415308,0.139455325531,0.711848193826,-0.321010161196,-1.16643717002,-1.11461674432,-1.132422916,-1.15154012474,-0.00582518263596,-0.157394914842,1.05844641496,0.0191040548506,-0.367379424732,-0.358920001474,stay
-1.37644247312,-1.20725661155,-1.24174466477,-1.40390387452,0.827388455087,1.050275638,1.24286578602,0.0139703104153,0.810310411827,-0.0129474505141,-1.25693292546,-1.12619804784,-1.15036063747,-1.28488943291,0.398949394981,-0.0748211294081,0.957497955941,-0.106882702888,-0.371652090955,-0.208186640796,bup
-1.57697984997,-1.36889434959,-1.38975478764,-1.62124922863,0.426931890806,0.703396074691,1.17419150068,-0.145737890641,0.759609819231,-0.23411167556,-1.40695804867,-1.25154953746,-1.26327336994,-1.44877586037,0.0979558795198,-0.14409739203,0.833432203112,-0.261720548821,-0.369969490622,-0.320273136926,bup
-1.46937442824,-1.54032831418,-1.45913453273,-1.53845099849,-0.844217261448,0.191193472994,1.20035313319,-0.0848966711909,-0.279061736774,-0.936142163387,-1.32717383966,-1.38040551061,-1.31507661625,-1.38711298118,-0.506825680968,-0.174279643702,0.880112405044,-0.203462232162,-0.0936901876994,-0.545486779605,stay
