-1.749271944,-1.025821686,0.026975756,1.341528186,-0.865985591,-1
-1.382862142,-0.824067885,-0.0575479,1.473040915,-0.830944401,-1
-1.080574055,-0.914599852,-0.042939344,1.581538916,-0.802035418,-1
-0.59769828,-0.726403765,-0.255104957,1.788427485,-0.745732413,-1
-0.983737179,-0.923807616,-0.110156733,1.647522463,-0.783358511,-1
-1.081882661,-0.726116712,0.264558107,1.611699153,-0.792924469,1
-0.753422446,-0.984574439,-0.205292658,-0.82015842,-0.7506876,-1
0.488445063,0.012204604,-0.175092511,-0.957366009,-0.627280727,-1
0.226723776,-0.206132004,0.456849772,-0.928449762,-0.653288498,1
0.180922551,-0.268974438,-0.632085805,-0.923389419,-0.657839858,1
0.174379518,-0.044543483,0.535825437,-0.922666513,-0.658490052,1
0.370670484,-0.522397704,-0.117362188,-0.944353698,-0.638984224,1
0.878409782,-0.12070074,-0.539845238,-1.000451215,-0.588529149,-1
0.56696145,0.621484746,0.404825212,-0.966040882,-0.619478396,1
0.514617192,-0.229140372,-0.213026906,-0.960257633,-0.62467995,1
0.645477836,0.215371588,-1.045775288,-0.536417488,-0.448364111,-1
0.408620071,-0.191381918,0.068674117,-0.525592963,-0.477618641,-1
0.331412291,-0.757030067,-0.142744251,-0.522064527,-0.487154649,-1
0.440026625,-0.749743347,-0.146563696,-0.52702826,-0.473739588,-1
0.720068403,-0.461211343,-0.049149628,-0.539826316,-0.439151358,-1
-1.507179754,-0.437319736,0.24096007,-0.336944258,1.530518997,1
-1.482316231,-0.370016946,0.286311436,-0.337535621,1.545689329,-1
-0.846333503,-0.567553283,0.160215983,-0.352662073,1.933730471,-1
0.887570027,0.727186338,-0.563812563,-0.471149925,1.03973964,1
0.862706504,0.453227772,-0.61593248,-0.470284479,1.031494894,-1
1.277534745,1.746222996,-0.718918813,-0.484723763,1.169051973,-1
1.577205619,1.225553778,-1.066006387,-0.495154665,1.268422859,-1
2.4879957,1.54665521,-1.239388069,-0.52685732,1.570440925,-1
1.523552755,3.21445278,0.831930433,-0.493287124,1.250631565,-1
1.155834346,0.993703618,-0.790094348,-0.480487632,1.128696111,-1
