Prediciton_Label,Test_Label
1,1.0
1,1.0
1,-1.0
1,-1.0
-1,-1.0
1,1.0
1,-1.0
-1,-1.0
1,1.0
-1,-1.0
1,-1.0
1,1.0
1,1.0
1,-1.0
-1,-1.0
1,-1.0
-1,-1.0
1,1.0
-1,-1.0
-1,1.0
-1,1.0
1,1.0
1,1.0
1,-1.0
1,-1.0
1,-1.0
1,1.0
1,-1.0
1,-1.0
1,1.0
1,-1.0
1,1.0
1,-1.0
1,-1.0
1,1.0
1,-1.0
1,1.0
1,-1.0
-1,-1.0
1,1.0
1,-1.0
1,-1.0
1,-1.0
1,-1.0
1,1.0
Precision,0.44 
Recall,0.89 
