-1.62233712,-0.881566724,0.044855894,1.387087953,-0.853846322,-1
-1.588313353,-0.970023081,-0.003000737,1.399299849,-0.850592497,-1
-1.605325236,-0.922239867,-0.045950863,1.393193901,-0.852219409,1
-1.749271944,-1.025821686,0.026975756,1.341528186,-0.865985591,-1
-1.778061286,-0.989432252,0.171809552,1.331195043,-0.868738828,1
-1.674681378,-0.944872859,-0.14212877,1.36830042,-0.858852206,-1
-1.693001868,-0.787258912,0.159988862,1.361724783,-0.860604266,1
-1.592239172,-0.905899951,-0.170648916,1.397890784,-0.850967938,-1
-1.500636721,-0.951364663,-0.104969361,1.430768966,-0.84220764,-1
-1.382862142,-0.824067885,-0.0575479,1.473040915,-0.830944401,-1
-1.378936323,-0.850498803,0.059899621,1.47444998,-0.830568959,-1
-1.395948206,-0.847672439,0.127292118,1.468344031,-0.832195872,1
-1.407725664,-0.812629943,0.023532534,1.464116837,-0.833322196,1
-1.369776078,-0.615248173,-0.416691954,1.477737798,-0.829692929,-1
-1.134226919,-0.999567416,0.037340099,1.562281695,-0.80716645,-1
-1.080574055,-0.914599852,-0.042939344,1.581538916,-0.802035418,-1
-1.063562171,-0.897553345,-0.114761567,1.587644864,-0.800408506,-1
-1.170867899,-0.952380388,0.037858489,1.549130422,-0.810670569,1
-1.173485112,-0.832701543,-0.040895256,1.578264063,-0.801852695,1
-1.051784713,-0.87280058,0.106599842,1.622684968,-0.789990908,-1
-0.987662998,-1.054769835,-9.84E-05,1.646089531,-0.78374115,-1
-0.968033901,-0.894749062,-0.279679093,1.653254193,-0.781827958,-1
-0.962799476,-0.970884239,0.003419329,1.655164769,-0.781317774,-1
-1.01645234,-0.838641323,-0.092210713,1.63558136,-0.786547164,1
-0.856802354,-0.806955135,-0.054449694,1.693853945,-0.77098654,-1
-0.728558923,-0.990580462,0.092565157,1.740663071,-0.758487023,-1
-0.757348265,-0.818503481,-0.215289446,1.7301549,-0.761293037,1
-0.686683517,-0.820402444,-0.02948373,1.755947683,-0.754405547,1
-0.814926948,-0.805056171,-0.047077799,1.709138557,-0.766905065,1
-0.706312614,-0.902035782,-0.132463128,1.748783021,-0.756318739,-1
-0.664437208,-0.79816691,-0.347485957,1.764067634,-0.752237264,-1
-0.596389673,-0.724858097,-0.064009577,1.788905129,-0.745604867,-1
-0.617327376,-0.66400295,0.023163246,1.781262823,-0.747645604,1
-0.732484743,-0.70050279,0.151810775,1.739230138,-0.758869661,1
-0.70762122,-0.786949778,-0.076530701,1.748305377,-0.756446285,-1
-0.59769828,-0.726403765,-0.255104957,1.788427485,-0.745732413,-1
-0.602932705,-0.693966823,-0.09900527,1.786516908,-0.746242597,1
-0.61601877,-0.412942347,-0.142830938,1.781740467,-0.747518058,1
-0.741644988,0.157254481,0.08837989,1.735886629,-0.759762483,1
-0.809692522,-0.561193964,0.176475067,1.711049134,-0.766394881,1
-0.879048664,-0.721148494,0.036769696,1.685733994,-0.773154824,1
-0.988971604,-0.570953752,0.223919066,1.645611887,-0.783868696,1
-1.07141381,-0.898767798,-0.03302751,1.615520306,-0.7919041,1
-1.03084701,-0.692951099,-0.25685084,1.630327274,-0.787950171,-1
-0.884283089,-0.650467317,-0.063870877,1.683823418,-0.773665008,-1
-0.858110961,-0.806314787,-0.211308762,1.693376301,-0.771114086,-1
-0.953639231,-0.362001555,0.141756774,1.658508278,-0.780424951,1
-0.944478986,-0.925816984,-0.054264183,1.661851787,-0.779532128,-1
-0.983737179,-0.699862441,0.105616808,1.647522463,-0.783358511,1
