2017-2-10,-0.399437222,-0.652114857,0.305017812,-0.603202386,-1.043081185,-1
2017-2-9,-0.463647829,-0.78360232,0.633409539,-0.610864966,-1.061864636,1
2017-2-8,-0.551937414,-0.952320604,0.238115227,-0.621401013,-1.087691882,1
2017-2-7,-0.576016392,-0.321571521,-0.708389352,-0.62427448,-1.094735677,1
2017-2-6,-0.367331918,-0.578611633,0.756426972,-0.599371097,-1.033689459,-1
2017-2-3,-0.407463548,-0.950330045,-0.102757457,-0.604160209,-1.045429116,1
2017-1-26,-0.238910704,-0.526082999,0.128183888,-0.584045937,-0.996122556,-1
2017-1-25,-0.399437222,-1.137958636,0.21876247,-0.603202386,-1.043081185,1
2017-1-24,-0.407463548,-1.172166757,0.058499999,-0.604160209,-1.045429116,1
2017-1-23,-0.431542526,-0.677033703,-0.429293042,-0.607033676,-1.05247291,1
2017-1-20,-0.367331918,-0.784228977,0.043988341,-0.599371097,-1.033689459,-1
2017-1-19,-0.55996374,-0.516793725,0.08695309,-0.622358835,-1.090039814,1
2017-1-18,-0.640226999,0.951722548,0.207020479,-0.63193706,-1.113519128,1
2017-1-17,-0.744569236,0.225684682,-0.342578028,-0.644388751,-1.144042237,1
2017-1-16,-0.792727191,0.750786703,0.558587801,-0.650135686,-1.158129826,1
2017-1-13,-0.60009537,0.04056272,0.067140662,-0.627147947,-1.101779471,-1
2017-1-12,-0.664305977,0.534479321,-1.405170055,-0.634810527,-1.120562922,1
2017-1-11,-0.359305593,-0.534819341,1.197874641,-0.598413274,-1.031341527,-1
2017-1-10,-0.576016392,2.56237946,-0.363757834,-0.62427448,-1.094735677,1
2017-1-9,-0.327200289,1.597990617,0.426854063,-0.594581984,-1.021949802,-1
2017-1-6,-0.262989682,3.178973459,-5.141689302,-0.586919405,-1.00316635,-1
2017-1-5,0.652011471,-1.22016134,0.045658287,-0.477727646,-0.735502165,-1
2017-1-4,0.499511279,0.115319259,0.329258216,-0.495926273,-0.780112862,1
2017-1-3,0.451353323,-0.157461012,-1.160077806,-0.501673207,-0.794200451,1
2016-12-30,0.395169042,0.290635876,0.721451199,-0.457566119,-0.560901444,1
2016-12-29,0.250695176,-0.372883701,0.758585683,-0.475230355,-0.605245331,1
2016-12-28,0.234642524,-0.387886616,-0.263590153,-0.477193048,-0.61017243,1
2016-12-27,0.314905783,-1.142492687,0.020940756,-0.467379583,-0.585536937,-1
2016-12-26,0.170431917,-0.470752839,-0.090212495,-0.485043819,-0.629880824,1
2016-12-23,0.306879457,-0.873251187,-0.577417854,-0.46836093,-0.588000486,-1
2016-12-22,0.250695176,-0.735681462,-0.031042867,-0.475230355,-0.605245331,1
2016-12-21,0.403195368,-0.896326924,0.355948263,-0.456584772,-0.558437895,-1
2016-12-20,0.387142716,-1.002600643,-0.207940795,-0.458547465,-0.563364993,1
2016-12-19,0.563721886,-1.163246105,0.376546206,-0.436957843,-0.509166909,-1
2016-12-16,0.467405975,-0.761263827,0.183949619,-0.448734001,-0.5387295,1
2016-12-15,0.24266885,-0.395185332,-0.221992782,-0.476211701,-0.60770888,1
2016-12-14,0.37911639,1.408297742,-0.792067041,-0.459528812,-0.565828543,-1
2016-12-13,0.611879841,0.143150219,-2.124945975,-0.431069765,-0.494385613,-1
2016-12-12,0.724248404,0.310467739,-0.990953565,-0.417330915,-0.459895923,-1
2016-12-9,1.253985913,-1.129701504,-0.282785807,-0.352562049,-0.29730167,-1
2016-12-8,1.310170195,-0.59700587,-0.634911718,-0.345692624,-0.280056825,-1
2016-12-7,1.462670387,-0.522433642,-0.02067989,-0.327047042,-0.233249389,-1
2016-12-6,1.294117543,-0.031207981,0.340075045,-0.347655317,-0.284983924,1
2016-12-5,0.997143485,-0.410999215,0.588693382,-0.383965135,-0.376135247,1
2016-12-2,1.133591025,-0.745007598,-0.815690671,-0.367282246,-0.33425491,-1
2016-12-1,1.406486106,-0.406612613,0.491656123,-0.333916467,-0.250494234,-1
2016-11-30,1.366354476,-0.544661548,-0.249957108,-0.338823199,-0.26281198,1
2016-11-29,1.422538757,-0.145738833,0.454830027,-0.331953774,-0.245567135,-1
2016-11-28,1.366354476,0.277070587,-1.613529305,-0.338823199,-0.26281198,1
2016-11-25,1.366354476,-0.577690078,-0.348658495,-0.338823199,-0.26281198,-1
2016-11-24,1.438591409,-0.17519173,-1.485827876,-0.329991081,-0.240640037,-1
2016-11-23,1.695433838,-0.877416616,0.061036921,-0.298587995,-0.161806459,-1
2016-11-22,1.663328534,-0.961757326,0.237364624,-0.30251338,-0.171660657,1
2016-11-21,1.599117927,-0.813165803,-0.305426089,-0.310364152,-0.191369051,1
2016-11-18,1.67135486,-0.691815445,-0.290931886,-0.301532034,-0.169197107,-1
2016-11-17,1.751618119,-0.867869306,0.159744127,-0.29171857,-0.144561614,-1
2016-11-16,1.759644445,0.491461135,-0.650488185,-0.290737223,-0.142098065,-1
2016-11-15,1.558986298,0.235858649,-0.120108606,-0.315270884,-0.203686797,1
2016-11-14,1.67135486,1.34824922,-1.433326396,-0.301532034,-0.169197107,-1
2016-11-11,1.880039334,0.842462991,-2.197690462,-0.276017026,-0.105144826,-1
2016-11-10,2.257276651,-0.747919712,-0.855164243,-0.229893743,0.010641991,-1
2016-11-9,2.241223999,-0.461021219,0.958490466,-0.231856436,0.005714892,1
2016-11-8,2.241223999,-0.247883986,0.063928779,-0.231856436,0.005714892,-1
2016-11-7,2.241223999,-0.610571159,-0.252220554,-0.231856436,0.005714892,-1
2016-11-4,2.225171347,-0.59818546,0.16719197,-0.233819129,0.000787793,1
2016-11-3,2.040565852,-0.659892781,0.610263036,-0.256390097,-0.05587384,1
2016-11-2,2.032539526,-0.086390693,0.965955766,-0.257371444,-0.058337389,1
2016-11-1,1.928197289,-0.561065226,0.388212555,-0.270128948,-0.09036353,1
2016-10-31,1.936223615,0.415340694,-0.608489328,-0.269147601,-0.087899981,-1
2016-10-28,2.000434222,-0.008980075,0.796761701,-0.26129683,-0.068191587,-1
2016-10-27,2.016486874,0.168069065,0.141846027,-0.259334137,-0.063264488,-1
2016-10-26,1.839907704,2.954224633,3.938686991,-0.280923759,-0.117462572,1
2016-10-25,1.494775691,-0.610018226,-0.020138758,-0.323121656,-0.223395192,1
2016-10-24,1.382407128,-0.699372196,0.895463088,-0.336860506,-0.257884882,1
2016-10-21,1.302143869,-0.09136709,0.203884239,-0.34667397,-0.282520375,1
2016-10-20,1.438591409,-0.803950254,-0.745087439,-0.329991081,-0.240640037,-1
2016-10-19,1.53490732,0.530387617,-0.365602339,-0.318214924,-0.211077445,-1
2016-10-18,1.663328534,0.270545978,-0.757481116,-0.30251338,-0.171660657,-1
2016-10-17,1.839907704,-0.117539251,0.368923803,-0.280923759,-0.117462572,-1
2016-10-14,1.518854668,1.205113302,2.592372845,-0.320177616,-0.216004544,1
2016-10-13,1.502802016,-0.404437744,-0.250050206,-0.322140309,-0.220931642,1
2016-10-12,1.591091601,-0.367538683,0.963023177,-0.311345498,-0.1938326,-1
2016-10-11,1.438591409,0.318909182,1.993094892,-0.329991081,-0.240640037,1
2016-10-10,1.270038565,-0.251791379,1.044361778,-0.350599356,-0.292374572,1
2016-9-30,1.165696329,-0.601355609,0.648485604,-0.36335686,-0.324400712,1
2016-9-29,1.08543307,-0.699667093,0.601715472,-0.250270531,1.971309346,1
2016-9-28,0.916880226,-0.816999472,0.411871096,-0.272027914,1.897879683,1
2016-9-27,0.724248404,-0.301002414,0.219862191,-0.296893494,1.813960069,1
2016-9-26,0.724248404,-0.281318,-1.020163077,-0.296893494,1.813960069,-1
2016-9-23,1.133591025,-1.059331567,0.277094216,-0.244054136,1.99228925,-1
2016-9-22,1.125564699,-0.473775539,-0.500233754,-0.245090202,1.988792599,1
2016-9-21,0.940959203,0.529171164,1.955209805,-0.268919716,1.908369635,1
2016-9-20,0.716222078,0.672491393,0.664678845,-0.29792956,1.810463418,1
2016-9-19,0.515563931,-0.235977495,-0.244755255,-0.323831207,1.723047153,1
2016-9-14,0.603853516,-0.603346168,0.681931077,-0.312434482,1.76151031,-1
2016-9-13,0.491484953,-0.757245848,-0.132519739,-0.326939404,1.712557201,1
2016-9-12,0.435300672,0.46270862,-1.291910461,-0.334191865,1.688080647,1
2016-9-9,0.708195752,0.354702377,-1.741091086,-0.298965626,1.806966768,-1
2016-9-8,0.836616967,-0.738224953,0.342501413,-0.282388572,1.862913177,-1
2016-9-7,0.940959203,-0.821865282,-0.299048872,-0.268919716,1.908369635,-1
2016-9-6,0.708195752,-0.189531125,-1.19013102,-0.298965626,1.806966768,1
2016-9-5,0.916880226,-0.760121099,-0.946144311,-0.272027914,1.897879683,-1
2016-9-2,1.037275114,-0.816888885,0.218832294,-0.256486926,1.950329442,-1
2016-9-1,1.117538373,-0.501938259,-0.779341702,-0.246126268,1.985295948,-1
2016-8-31,1.013196136,-0.152263442,0.713974262,-0.259595124,1.93983949,1
2016-8-30,1.117538373,-0.981884087,-0.014692522,-0.246126268,1.985295948,-1
2016-8-29,0.981090833,-0.564862033,-0.229388258,-0.263739387,1.925852888,1
2016-8-26,0.997143485,-0.823450357,-0.016019169,-0.261667255,1.932846189,-1
2016-8-25,0.844643293,2.000820725,0.940185063,-0.281352507,1.866409828,1
2016-8-24,1.22188061,-0.341550833,-0.944945673,-0.232657411,2.030752406,-1
2016-8-23,1.278064891,-0.511153809,-0.625031687,-0.22540495,2.05522896,-1
2016-8-22,1.422538757,-0.521438362,-0.515757854,-0.206755765,2.118168671,-1
2016-8-19,1.286091217,-0.30177652,-0.227148086,-0.224368885,2.058725611,1
2016-8-18,1.22188061,-0.02398299,-0.97736125,-0.232657411,2.030752406,1
2016-8-17,1.414512432,-0.425559783,0.144679699,-0.207791831,2.114672021,-1
2016-8-16,1.366354476,0.908741225,-1.858237524,-0.214008226,2.093692117,1
2016-8-15,1.366354476,1.22066915,0.076642481,-0.214008226,2.093692117,-1
2016-8-12,1.04530144,2.106246613,3.276736596,-0.25545086,1.953826093,1
2016-8-11,1.101485721,0.747100483,0.858794094,-0.248198399,1.978302647,-1
2016-8-10,0.788459011,0.951464513,0.599399658,-0.288604968,1.841933274,1
2016-8-9,0.611879841,0.178574792,-0.312140785,-0.311398416,1.76500696,1
2016-8-8,0.55569556,-0.187761739,-0.841135531,-0.318650877,1.740530406,1
2016-8-5,0.643985145,-0.233728901,0.257409797,-0.307254153,1.778993563,-1
2016-8-4,0.788459011,-0.35659061,-0.41933155,-0.288604968,1.841933274,-1
2016-8-3,0.571748212,-0.191890306,-0.379939439,-0.316578746,1.747523707,1
2016-8-2,0.652011471,-0.085579724,-0.087652299,-0.306218087,1.782490213,-1
2016-8-1,0.475432301,1.127628961,1.721097307,-0.329011536,1.7055639,1
2016-7-29,0.531616582,2.624897749,1.353790596,-0.321759075,1.730040454,-1
2016-7-28,-0.046278882,2.966167985,1.670097033,-0.396355817,1.478281611,1
2016-7-27,-0.174700097,1.849906883,-0.627993369,-0.41293287,1.422335202,1
2016-7-26,-0.303121311,-0.130588469,1.22972581,-0.429509924,1.366388792,1
2016-7-25,-0.311147637,-0.967655278,0.088716135,-0.43054599,1.362892141,1
2016-7-22,-0.238910704,-0.439862317,-0.466834829,-0.421221397,1.394361997,-1
2016-7-21,-0.086410512,-0.295473084,0.571068758,-0.401536146,1.460798358,-1
2016-7-20,-0.006147253,-0.770958586,-0.383308424,-0.391175487,1.495764864,-1
2016-7-19,-0.054305208,-0.592176922,0.455470076,-0.397391882,1.474784961,1
2016-7-18,-0.07035786,-0.152337166,0.025019614,-0.399464014,1.467791659,1
2016-7-15,-0.166673771,-0.275198875,1.078482213,-0.411896804,1.425831852,1
2016-7-14,-0.238910704,-0.335394845,-0.970460357,-0.421221397,1.394361997,1
2016-7-13,-0.006147253,0.579340617,-0.79050183,-0.391175487,1.495764864,-1
2016-7-12,-0.198779075,1.703563954,1.219688677,-0.416041068,1.41184525,1
2016-7-11,-0.287068659,-0.068143904,0.426755147,-0.427437792,1.373382093,1
2016-7-8,-0.254963356,0.222182773,1.735032921,-0.423293529,1.387368696,-1
2016-7-7,-0.367331918,2.597951482,1.510678263,-0.437798451,1.338415587,1
2016-7-6,-0.479700481,0.286101826,0.081407938,-0.452303373,1.289462479,1
2016-7-5,-0.567990066,1.297047626,-2.143652864,-0.463700097,1.250999322,1
2016-7-4,-0.407463548,0.343311958,0.642515691,-0.44297878,1.320932334,-1
2016-7-1,-0.431542526,-0.495929721,-0.242107779,-0.446086978,1.310442382,1
2016-6-30,-0.447595177,0.092833317,-0.342857323,-0.448159109,1.303449081,1
2016-6-29,-0.487726807,0.860636055,-1.202024295,-0.507945413,-0.11042386,1
2016-6-28,-0.808779843,2.362512619,1.072058447,-0.548322565,-0.223043256,1
2016-6-27,-1.057595946,0.73832728,1.13888539,-0.579614858,-0.310323288,1
2016-6-24,-1.22614879,0.188564448,0.115592377,-0.600812862,-0.369448471,1
2016-6-23,-1.18601716,0.153655945,1.000215848,-0.595765718,-0.355371046,-1
2016-6-22,-1.210096138,-0.470310493,-0.2208116,-0.598794005,-0.363817501,1
