Prediciton_Label,Test_Label
-1,-1.0
-1,-1.0
1,1.0
-1,-1.0
-1,-1.0
1,1.0
1,1.0
1,1.0
1,1.0
1,1.0
-1,-1.0
1,1.0
-1,-1.0
1,1.0
-1,-1.0
-1,-1.0
-1,-1.0
-1,-1.0
-1,-1.0
-1,-1.0
1,1.0
1,1.0
1,1.0
1,1.0
-1,-1.0
1,1.0
1,1.0
1,1.0
1,1.0
-1,-1.0
-1,-1.0
1,1.0
1,1.0
1,1.0
-1,1.0
-1,-1.0
-1,-1.0
-1,-1.0
1,1.0
-1,-1.0
-1,-1.0
1,1.0
1,1.0
1,1.0
1,1.0
-1,-1.0
1,1.0
1,1.0
-1,-1.0
1,1.0
Precision,1.0 
Recall,0.96 
