quote_time,id_tb_StockXPeriodRecords,stock_code,open_price,high_price,low_price,close_price,period,trading_volumn,Capital,PE_TTM,PB,SA,Turn_Over,open_price-Order2,high_price-Order2,low_price-Order2,close_price-Order2,trading_volumn-Order2,Capital-Order2,PE_TTM-Order2,PB-Order2,SA-Order2,Turn_Over-Order2,nor_open_price,nor_high_price,nor_low_price,nor_close_price,nor_trading_volumn,nor_Capital,nor_PE_TTM,nor_PB,nor_SA,nor_Turn_Over,nor_open_price-Order2,nor_high_price-Order2,nor_low_price-Order2,nor_close_price-Order2,nor_trading_volumn-Order2,nor_Capital-Order2,nor_PE_TTM-Order2,nor_PB-Order2,nor_SA-Order2,nor_Turn_Over-Order2
2017-05-11,2831,sh600221,3.21,3.19,3.21,3.13,day,585025.0,-831.15,-61.0136452242,1.01623376623,-0.00623052959502,4.95277531594e-05,10.3041,10.1761,10.3041,9.7969,3.42254250625e+11,690810.3225,3722.66490354,1.03273106763,3.88194990344e-05,2.45299833301e-09,-0.801231318831,-1.03154555171,-1.06186274203,-1.35505414837,-0.439061758566,-0.188748742428,-1.17216848361,-1.71669250304,0.225347714107,-0.439061758566,-0.806584760097,-1.03066654855,-1.05864874505,-1.34445944915,-0.353074957293,-0.186110632256,-0.678451946016,-1.63909204327,-0.328610064531,-0.353074957293
2017-05-10,2830,sh600221,3.26,3.21,3.26,3.21,day,483188.0,-5478.94,-62.5730994152,1.04220779221,-0.015479876161,4.09063133944e-05,10.6276,10.3041,10.6276,10.3041,2.33470643344e+11,30018783.5236,3915.39277043,1.08619708214,0.00023962656596,1.67332647552e-09,-0.294210208766,-0.833326994717,-0.578300712667,-0.538480395625,-0.60135027877,-0.918383689725,-1.17932237771,-1.36346805081,-1.05477043264,-0.60135027877,-0.307867285959,-0.838080389576,-0.587960359917,-0.549911656802,-0.401650785222,-0.0492648342454,-0.676846892583,-1.32373483326,0.55158190296,-0.401650785222
2017-05-09,2829,sh600221,3.24,3.26,3.27,3.23,day,356237.0,2415.69,-62.962962963,1.0487012987,-0.00308641975309,3.01587422798e-05,10.4976,10.6276,10.6929,10.4329,1.26904800169e+11,5835558.1761,3964.33470508,1.0997744139,9.52598689224e-06,9.09549735898e-10,-0.497018652792,-0.337780602228,-0.481588306795,-0.334336957438,-0.803660734972,0.32095757655,-1.18111085123,-1.27516193775,0.660495433495,-0.803660734972,-0.508279253928,-0.351348964363,-0.492949690522,-0.348141633824,-0.449236301005,-0.162104980015,-0.676439300149,-1.24365200864,-0.457011492239,-0.449236301005
2017-05-08,2828,sh600221,3.25,3.25,3.26,3.24,day,391193.0,-255.87,-63.1578947368,1.05194805195,-0.00306748466258,3.31180895546e-05,10.5625,10.5625,10.6276,10.4976,1.53031963249e+11,65469.4569,3988.91966759,1.106594704,9.40946215514e-06,1.09680785574e-09,-0.395614430779,-0.436889880725,-0.578300712667,-0.232265238345,-0.747954483686,-0.0984382093616,-1.18200508799,-1.23100888122,0.663116067591,-0.747954483686,-0.408227432996,-0.449297081153,-0.587960359917,-0.246786661101,-0.43756957465,-0.189028504187,-0.676234554571,-1.20342406801,-0.457522251841,-0.43756957465
2017-05-05,2827,sh600221,3.29,3.26,3.3,3.26,day,550115.0,388.39,-63.5477582846,1.05844155844,-0.0122699386503,4.65723002081e-05,10.8241,10.6276,10.89,10.6276,3.02626513225e+11,150846.7921,4038.317583,1.12029853264,0.000150551394482,2.16897914668e-09,0.0100024572734,-0.337780602228,-0.191451089177,-0.0281218001584,-0.494694703766,0.00270117325792,-1.18379356152,-1.14270276816,-0.610512102817,-0.494694703766,-0.00493688822192,-0.351348964363,-0.2061716976,-0.0431367931884,-0.370770179958,-0.188630129246,-0.675823164693,-1.12259513011,0.161141209624,-0.370770179958
2017-05-04,2826,sh600221,3.3,3.27,3.31,3.26,day,511202.0,-3747.76,-63.5477582846,1.05844155844,-0.0121212121212,4.32779564473e-05,10.89,10.6929,10.9561,10.6276,2.61327484804e+11,14045705.0176,4038.317583,1.12029853264,0.000146923783287,1.87298151425e-09,0.111406679286,-0.23867132373,-0.0947386833038,-0.0281218001584,-0.5567068721,-0.646613788748,-1.18379356152,-1.14270276816,-0.589928213194,-0.5567068721,0.096656563233,-0.253099931701,-0.109997038381,-0.0431367931884,-0.389211694708,-0.123796021922,-0.675823164693,-1.12259513011,0.145240403522,-0.389211694708
2017-05-03,2825,sh600221,3.31,3.31,3.33,3.3,day,410497.0,-756.81,-64.3274853801,1.07142857143,-0.00606060606061,3.47523509058e-05,10.9561,10.9561,11.0889,10.89,1.68507787009e+11,572761.3761,4138.02537533,1.14795918367,3.67309458219e-05,1.20772589348e-09,0.2128109013,0.157765790262,0.0986861284415,0.380165076215,-0.717191425132,-0.17707845139,-1.18737050856,-0.966090542038,0.248865288933,-0.717191425132,0.198558340792,0.142905357683,0.0832252724258,0.367922632506,-0.430659057792,-0.186661454577,-0.674992790046,-0.959445027773,-0.337764761074,-0.430659057792
2017-05-02,2824,sh600221,3.32,3.32,3.33,3.3,day,402302.0,-1916.93,-64.3274853801,1.07142857143,-0.00302114803625,3.40585686962e-05,11.0224,11.0224,11.0889,10.89,1.61846899204e+11,3674620.6249,4138.02537533,1.14795918367,9.12733545696e-06,1.15998610164e-09,0.314215123313,0.25687506876,0.0986861284415,0.380165076215,-0.7302510638,-0.359200297485,-1.18737050856,-0.966090542038,0.669529099667,-0.7302510638,0.300768444456,0.242658969713,0.0832252724258,0.367922632506,-0.433633385891,-0.172188023314,-0.674992790046,-0.959445027773,-0.458758889861,-0.433633385891
2017-04-28,2823,sh600221,3.32,3.34,3.34,3.31,day,379849.0,-456.64,-64.522417154,1.07467532468,0.0,3.2157715499e-05,11.0224,11.1556,11.1556,10.9561,1.44285262801e+11,208520.0896,4163.14231539,1.15492705347,0.0,1.03411866612e-09,0.314215123313,0.455093625756,0.195398534314,0.482236795308,-0.766032402057,-0.129956158402,-1.18826474533,-0.921937485508,1.08765879106,-0.766032402057,0.300768444456,0.443068941392,0.180272924013,0.471470757652,-0.44147529378,-0.18836102274,-0.674783614116,-0.918346621657,-0.498766482606,-0.44147529378
2017-04-27,2822,sh600221,3.34,3.33,3.34,3.28,day,792621.0,-4033.1,-63.9376218324,1.06493506494,-0.003003003003,6.7102666103e-05,11.1556,11.0889,11.1556,10.7584,6.28248049641e+11,16265895.61,4088.01948558,1.13408669253,9.01802703604e-06,4.50276779813e-09,0.517023567339,0.355984347258,0.195398534314,0.176021638028,-0.108234577482,-0.691407988973,-1.18558203504,-1.0543966551,0.672040389105,-0.108234577482,0.506113630098,0.342713497616,0.180272924013,0.161766304681,-0.225368348576,-0.113436500954,-0.675409243185,-1.04126878337,-0.459238018387,-0.225368348576
2017-04-26,2821,sh600221,3.37,3.34,3.37,3.33,day,469978.0,-5351.18,-64.9122807018,1.08116883117,-0.0089552238806,3.97879652567e-05,11.3569,11.1556,11.3569,11.0889,2.20879320484e+11,28635127.3924,4213.6041859,1.16892604149,8.01960347516e-05,1.58308217927e-09,0.821236233378,0.455093625756,0.485535751932,0.686380233495,-0.622401874475,-0.898327241205,-1.19005321885,-0.833631372449,-0.151752503128,-0.622401874475,0.816443854345,0.443068941392,0.473161863512,0.679506930412,-0.407273267763,-0.0557210433448,-0.674363363532,-0.83577675279,-0.147245459497,-0.407273267763
2017-04-25,2820,sh600221,3.37,3.37,3.38,3.35,day,460299.0,-3939.35,-65.3021442495,1.08766233766,-0.003003003003,3.89685487825e-05,11.3569,11.3569,11.4244,11.2225,2.11875169401e+11,15518478.4225,4264.37004358,1.18300936077,9.01802703604e-06,1.51854779422e-09,0.821236233378,0.752421461249,0.582248157805,0.890523671682,-0.637826431238,-0.67669061226,-1.19184169237,-0.745325259389,0.672040389105,-0.637826431238,0.816443854345,0.745940767962,0.571373504923,0.888796333129,-0.411293947942,-0.116923987142,-0.673940581319,-0.752709475075,-0.459238018387,-0.411293947942
2017-04-24,2819,sh600221,3.39,3.39,3.4,3.33,day,1088810.0,-759.8,-64.9122807018,1.08116883117,-0.00297619047619,9.21777922609e-05,11.4921,11.4921,11.56,11.0889,1.1855072161e+12,577296.04,4213.6041859,1.16892604149,8.85770975057e-06,8.49674538609e-09,1.0240446774,0.950640018245,0.77567296955,0.686380233495,0.36377534534,-0.177547837592,-1.19005321885,-0.833631372449,0.675751267694,0.36377534534,1.02487230103,0.949359898375,0.768669780114,0.679506930412,0.0234680897294,-0.186640295607,-0.674363363532,-0.83577675279,-0.459940732635,0.0234680897294
2017-04-21,2818,sh600221,3.38,3.4,3.41,3.36,day,651747.0,1893.23,-65.4970760234,1.09090909091,-0.00298507462687,5.51763848354e-05,11.4244,11.56,11.6281,11.2896,4.24774152009e+11,3584319.8329,4289.86696761,1.19008264463,8.91067052796e-06,3.04443344351e-09,0.922640455391,1.04974929674,0.872385375423,0.992595390775,-0.332732873731,0.238939009754,-1.19273592914,-0.701172202859,0.674521692997,-0.332732873731,0.920503914637,1.05152083739,0.867754413894,0.993910995721,-0.316226827041,-0.172609371351,-0.673728240851,-0.710989307899,-0.459708591149,-0.316226827041
2017-04-20,2817,sh600221,3.39,3.39,3.4,3.35,day,670982.0,-3845.62,-65.3021442495,1.08766233766,-0.00298507462687,5.68048047013e-05,11.4921,11.4921,11.56,11.2225,4.50216844324e+11,14788793.1844,4264.37004358,1.18300936077,8.91067052796e-06,3.22678583715e-09,1.0240446774,0.950640018245,0.77567296955,0.890523671682,-0.302079774306,-0.661976375255,-1.19184169237,-0.745325259389,0.674521692997,-0.302079774306,1.02487230103,0.949359898375,0.768669780114,0.888796333129,-0.304865741719,-0.120328735162,-0.673940581319,-0.752709475075,-0.459708591149,-0.304865741719
2017-04-19,2816,sh600221,3.4,3.4,3.41,3.35,day,960598.0,-2706.37,-65.3021442495,1.08766233766,-0.00294117647059,8.1323465885e-05,11.56,11.56,11.6281,11.2225,9.22748517604e+11,7324438.5769,4264.37004358,1.18300936077,8.65051903114e-06,6.61350610355e-09,1.12544889942,1.04974929674,0.872385375423,0.890523671682,0.159455346201,-0.483130813449,-1.19184169237,-0.745325259389,0.680597238557,0.159455346201,1.12954901353,1.05152083739,0.867754413894,0.888796333129,-0.0938632035055,-0.155157789182,-0.673940581319,-0.752709475075,-0.460848905887,-0.0938632035055
2017-04-18,2815,sh600221,3.43,3.41,3.46,3.4,day,588378.0,-2360.19,-66.2768031189,1.1038961039,-0.0146627565982,4.98116154838e-05,11.7649,11.6281,11.9716,11.56,3.46188670884e+11,5570496.8361,4392.61463166,1.2185866082,0.000214996431059,2.4811970371e-09,1.42966156546,1.14885857524,1.35594740479,1.40088226715,-0.433718382306,-0.428785624433,-1.19631287618,-0.52455997674,-0.94168032699,-0.433718382306,1.44542910766,1.15398269228,1.36754254463,1.41750272098,-0.351318095885,-0.163341769559,-0.672872549904,-0.542865117074,0.443621325529,-0.351318095885
2017-04-17,2814,sh600221,3.45,3.44,3.46,3.41,day,817256.0,-7859.74,-66.4717348928,1.10714285714,-0.00581395348837,6.91882456921e-05,11.9025,11.8336,11.9716,11.6281,6.67907369536e+11,61775512.8676,4418.49153966,1.22576530612,3.3802055165e-05,4.78701334195e-09,1.63247000948,1.44618641073,1.35594740479,1.50295398624,-0.0689759809486,-1.29213441481,-1.19720711294,-0.48040692021,0.283002233787,-0.0689759809486,1.6575574676,1.46317375219,1.36754254463,1.52418392102,-0.207659023181,0.0989136620826,-0.672657044898,-0.500523188837,-0.350602885096,-0.207659023181
2017-04-14,2813,sh600221,3.53,3.46,3.53,3.44,day,1780508.0,-4157.72,-67.0565302144,1.11688311688,-0.0204678362573,0.000150736397115,12.4609,11.9716,12.4609,11.8336,3.17020873806e+12,17286635.5984,4496.5782444,1.24742789678,0.000418932321056,2.27214614152e-08,2.44370378559,1.64440496773,2.0329342459,1.80916914352,1.46607259337,-0.710971503488,-1.19988982323,-0.347947750621,-1.74510873805,1.46607259337,2.51840395156,1.67080570483,2.07946782082,1.84610736606,0.909709335367,-0.108673676829,-0.672006732437,-0.372751290854,1.33752777517,0.909709335367
2017-04-13,2812,sh600221,3.43,3.51,3.59,3.42,day,2455450.0,23996.96,-66.6666666667,1.11038961039,-0.0234604105572,0.00020787645228,11.7649,12.3201,12.8881,11.6964,6.0292347025e+12,575854089.242,4444.44444444,1.23296508686,0.000550390863512,4.32126194125e-08,1.42966156546,2.13995136022,2.61320868113,1.60502570534,2.54166730259,3.7089008354,-1.19810134971,-0.436253863681,-2.15928379782,2.54166730259,1.44542910766,2.19515161422,2.70103838691,1.63117842854,2.18636816995,2.49763015509,-0.672440906985,-0.458056908388,1.91374630622,2.18636816995
2017-04-12,2811,sh600221,3.44,3.43,3.45,3.41,day,928392.0,-3526.09,-66.4717348928,1.10714285714,-0.00588235294118,7.85969314322e-05,11.8336,11.7649,11.9025,11.6281,8.61911705664e+11,12433310.6881,4418.49153966,1.22576530612,3.46020761246e-05,6.17747763056e-09,1.53106578747,1.34707713224,1.25923499891,1.50295398624,0.108131523998,-0.61181484586,-1.19720711294,-0.48040692021,0.273535686054,0.108131523998,1.55133912458,1.35980914968,1.26700292357,1.52418392102,-0.121029047537,-0.13131953496,-0.672657044898,-0.500523188837,-0.34709617573,-0.121029047537
2017-04-11,2810,sh600221,3.43,3.44,3.45,3.4,day,1092936.0,-9093.94,-66.2768031189,1.1038961039,-0.00294117647059,9.25270961531e-05,11.7649,11.8336,11.9025,11.56,1.1945091001e+12,82699744.7236,4392.61463166,1.2185866082,8.65051903114e-06,8.56126352253e-09,1.42966156546,1.44618641073,1.25923499891,1.40088226715,0.370350582575,-1.48588573575,-1.19631287618,-0.52455997674,0.680597238557,0.370350582575,1.44542910766,1.46317375219,1.26700292357,1.41750272098,0.0274877575724,0.19654718031,-0.672872549904,-0.542865117074,-0.460848905887,0.0274877575724
2017-04-10,2809,sh600221,3.42,3.45,3.48,3.4,day,1604855.0,1175.92,-66.2768031189,1.1038961039,-0.00874635568513,0.000135865753253,11.6964,11.9025,12.1104,11.56,2.57555957102e+12,1382787.8464,4392.61463166,1.2185866082,7.64987377708e-05,1.84595029069e-08,1.32825734344,1.54529568923,1.54937221653,1.40088226715,1.1861501149,0.126331847201,-1.19631287618,-0.52455997674,-0.122844951077,1.1861501149,1.33982741685,1.56683927058,1.56949477912,1.41750272098,0.644176905084,-0.182881830326,-0.672872549904,-0.542865117074,-0.163451717343,0.644176905084
2017-04-07,2808,sh600221,3.46,3.44,3.53,3.43,day,2612679.0,10975.65,-66.8615984405,1.11363636364,-0.0262390670554,0.000221187334894,11.9716,11.8336,12.4609,11.7649,6.82609155704e+12,120464892.922,4470.47334602,1.24018595041,0.000688488639937,4.89238371177e-08,1.7338742315,1.44618641073,2.0329342459,1.70709742443,2.7922290998,1.6647459068,-1.19899558647,-0.392100807151,-2.54385243535,2.7922290998,1.76408413673,1.46317375219,2.07946782082,1.73848624356,2.54219366993,0.372761261209,-0.672224136165,-0.415466275727,2.51906640476,2.54219366993
2017-04-06,2807,sh600221,3.45,3.47,3.48,3.43,day,1311710.0,1549.82,-66.8615984405,1.11363636364,-0.00293255131965,0.000111048329724,11.9025,12.0409,12.1104,11.7649,1.7205831241e+12,2401942.0324,4470.47334602,1.24018595041,8.59985724237e-06,1.23317315344e-08,1.63247000948,1.74351424623,1.54937221653,1.70709742443,0.718991142675,0.185028670163,-1.19899558647,-0.392100807151,0.68179096745,0.718991142675,1.6575574676,1.77507305496,1.56949477912,1.73848624356,0.262398898201,-0.178126405636,-0.672224136165,-0.415466275727,-0.46107097028,0.262398898201
2017-04-05,2806,sh600221,3.42,3.46,3.46,3.41,day,1235138.0,463.15,-66.4717348928,1.10714285714,0.0,0.000104565804849,11.6964,11.9716,11.9716,11.6281,1.52556587904e+12,214507.9225,4418.49153966,1.22576530612,0.0,1.09340075437e-08,1.32825734344,1.64440496773,1.35594740479,1.50295398624,0.596965193669,0.0144373981433,-1.19720711294,-0.48040692021,1.08765879106,0.596965193669,1.33982741685,1.67080570483,1.36754254463,1.52418392102,0.175316621966,-0.18833308321,-0.672657044898,-0.500523188837,-0.498766482606,0.175316621966
2017-03-31,2805,sh600221,3.4,3.45,3.48,3.38,day,1688254.0,10993.36,-65.8869395712,1.0974025974,-0.00887573964497,0.00014292624654,11.56,11.9025,12.1104,11.4244,2.85020156852e+12,120853964.09,4341.08880605,1.20429246079,7.87787542453e-05,2.04279119501e-08,1.12544889942,1.54529568923,1.54937221653,1.19673882896,1.31905564331,1.66752611738,-1.19452440266,-0.6128660898,-0.140751811168,1.31905564331,1.12954901353,1.56683927058,1.56949477912,1.20508024337,0.766814522513,0.374576686843,-0.673301661192,-0.627175916911,-0.15345778527,0.766814522513
2017-03-30,2804,sh600221,3.42,3.41,3.43,3.38,day,1303403.0,-1094.64,293.913043478,1.11551155116,-0.00593471810089,0.000110345065683,11.6964,11.6281,11.7649,11.4244,1.69885938041e+12,1198236.7296,86384.8771267,1.24436602076,3.5220878937e-05,1.21760335206e-08,1.32825734344,1.14885857524,1.06581018717,1.19673882896,0.705753019622,-0.23011281272,0.456034484312,-0.366599866911,0.266288299363,0.705753019622,1.33982741685,1.15398269228,1.06679667382,1.20508024337,0.252698458384,-0.183742955119,0.00996571599712,-0.39081107495,-0.34438379477,0.252698458384
2017-03-29,2803,sh600221,3.38,3.44,3.47,3.37,day,2006819.0,3992.64,293.043478261,1.11221122112,-0.00882352941176,0.000169895707136,11.4244,11.8336,12.0409,11.3569,4.02732249876e+12,15941174.1696,85874.4801512,1.23701380039,7.78546712803e-05,2.88645513034e-08,0.922640455391,1.44618641073,1.45265981066,1.09466710987,1.82672419638,0.56851562675,0.452045410757,-0.411481521733,-0.133525866449,1.82672419638,0.920503914637,1.46317375219,1.46837316315,1.0993389658,1.2924417304,-0.114951667526,0.00571508825475,-0.434176486135,-0.157508292135,1.2924417304
