quote_time,id_tb_StockXPeriodRecords,stock_code,open_price,high_price,low_price,close_price,period,trading_volumn,Capital,PE_TTM,PB,SA,Turn_Over,open_price-Order2,high_price-Order2,low_price-Order2,close_price-Order2,trading_volumn-Order2,Capital-Order2,PE_TTM-Order2,PB-Order2,SA-Order2,Turn_Over-Order2,Label,nor_open_price,nor_high_price,nor_low_price,nor_close_price,nor_trading_volumn,nor_Capital,nor_PE_TTM,nor_PB,nor_SA,nor_Turn_Over,nor_open_price-Order2,nor_high_price-Order2,nor_low_price-Order2,nor_close_price-Order2,nor_trading_volumn-Order2,nor_Capital-Order2,nor_PE_TTM-Order2,nor_PB-Order2,nor_SA-Order2,nor_Turn_Over-Order2
2017-06-12,2863,sh600867,16.82,16.78,16.98,16.69,day,57108.0,-1106.12,457.260273973,5.735395189,-0.0119474313023,4.18894559351e-05,282.9124,281.5684,288.3204,278.5561,3261323664.0,1223501.4544,209086.958153,32.894757974,0.000142741114722,1.75472651854e-09,stay,-3.20474298356,-3.2520024421,-3.35656921077,-3.06058681511,0.138322161325,-0.519101696247,1.5202424318,-2.06224732856,0.0250582348707,-0.0772186574352,-2.9181128986,-2.95415315386,-3.04856111329,-2.79159935125,-0.070746288139,-0.240126594384,1.3700916318,-1.66794662316,-0.179758289369,-0.0767382025552
2017-06-09,2862,sh600867,16.96,16.87,17.08,16.74,day,106295.0,-3399.33,458.630136986,5.75257731959,-0.0126429861529,7.79687560171e-05,287.6416,284.5969,291.7264,280.2276,11298627025.0,11555444.4489,210341.602552,33.0921458178,0.000159845098863,6.07912691485e-09,stay,-3.10152462436,-3.18532951466,-3.28105508202,-3.02446879855,1.86786559597,-1.87874097746,1.5307980427,-2.05118382023,-0.0321317480357,-0.0772186256256,-2.83545283948,-2.90102840267,-2.9883523902,-2.76266925741,1.45550553571,1.24914136806,1.38387528984,-1.66128209119,-0.159903339358,-0.0767382025552
2017-06-08,2861,sh600867,16.7,17.09,17.14,16.61,day,88891.0,-1534.93,455.068493151,5.70790378007,-0.00305623471883,6.5202697127e-05,278.89,292.0681,293.7796,275.8921,7901609881.0,2356010.1049,207087.333458,32.5801655625,9.34057065656e-06,4.25139171264e-09,stay,-3.29321586287,-3.02235124759,-3.23574660477,-3.11837564159,1.2558954832,-0.773342223794,1.50335345435,-2.07994894191,0.756111120419,-0.0772186368809,-2.98841904378,-2.76997156228,-2.95205745472,-2.8377074996,0.810425540744,-0.0768844189991,1.34812354024,-1.67856840788,-0.334614673244,-0.0767382025552
2017-06-07,2860,sh600867,16.56,16.71,16.8,16.36,day,66259.0,123.86,448.219178082,5.62199312715,-0.00553505535055,4.8601832682e-05,274.2336,279.2241,282.24,267.6496,4390255081.0,15341.2996,200900.431601,31.6068067217,3.06368377337e-05,2.36213814005e-09,stay,-3.39643422206,-3.30385916343,-3.49249464253,-3.29896572435,0.460095230843,0.210150802698,1.45057539984,-2.1352664836,0.552297273928,-0.0772186515172,-3.06980665675,-2.99527593881,-3.15604588132,-2.98036756448,0.143633281327,-0.414273336483,1.28015357228,-1.71143254472,-0.309893163053,-0.0767382025552
2017-06-06,2859,sh600867,16.26,16.55,16.75,16.26,day,29537.0,-189.55,445.479452055,5.58762886598,-0.010152284264,2.16657711696e-05,264.3876,273.9025,280.5625,264.3876,872434369.0,35929.2025,198451.942203,31.2215963439,0.000103068875776,4.69405640375e-10,stay,-3.61761642034,-3.42238881221,-3.5302517069,-3.37120175745,-0.831146235537,0.0243306871727,1.42946417804,-2.15739350027,0.172659000417,-0.0772186752657,-3.24190150198,-3.08862534477,-3.18569947292,-3.03682581521,-0.524386828967,-0.41130575292,1.25325420492,-1.72443864898,-0.22581132091,-0.0767382025552
2017-06-02,2847,sh600867,20.15,20.15,20.2,19.7,day,80089.0,-1214.39,539.726027397,6.76975945017,-0.0024485798237,5.87463163898e-05,406.0225,406.0225,408.04,388.09,6414247921.0,1474743.0721,291304.18465,45.8296430132,5.99554315304e-06,3.45112968937e-09,bdown,-0.749620582648,-0.755471714761,-0.925014264927,-0.886282218692,0.946394165543,-0.58329474659,2.15569020815,-1.39622412662,0.806073784087,-0.0772186425732,-0.76631383239,-0.771028472509,-0.932247476952,-0.895801561732,0.527981441994,-0.20391209995,2.27333890794,-1.23121782986,-0.338497707356,-0.0767382025552
2017-05-31,2845,sh600867,20.88,20.49,20.95,20.42,day,50257.0,-432.26,559.452054795,7.01718213058,-0.0224280838615,3.68641589082e-05,435.9744,419.8401,438.9025,416.9764,2525766049.0,186848.7076,312986.601614,49.2408450538,0.0005030189457,1.35896621201e-09,bdown,-0.211410566834,-0.503596211113,-0.35865829928,-0.366182780347,-0.102576898807,-0.119571550277,2.30769100515,-1.23690960655,-0.836683064399,-0.0772186618659,-0.242794881052,-0.528645589204,-0.386683261889,-0.395839693607,-0.210425742929,-0.389551898493,2.51154426827,-1.11604323446,0.238465807736,-0.0767382025552
2017-05-25,2281,sh600867,20.68,20.7,20.87,20.51,day,41526.0,-140.22,561.917808219,7.04810996564,-0.00833333333333,3.04598575885e-05,427.6624,428.49,435.5569,420.6601,1724408676.0,19661.6484,315751.623194,49.6758540877,6.94444444444e-05,9.2780292431e-10,stay,-0.358865365687,-0.348026047095,-0.419069602282,-0.301170350554,-0.409581670959,0.0535783381694,2.32669110477,-1.21699529154,0.322216972061,-0.0772186675123,-0.388077468251,-0.376912458827,-0.445824278914,-0.332082716842,-0.362600309094,-0.413650592334,2.54192109217,-1.10135574633,-0.264843829228,-0.0767382025552
2017-05-24,2280,sh600867,20.81,20.58,20.98,20.4,day,58860.0,-2248.71,558.904109589,7.01030927835,-0.0192492781521,4.3174570574e-05,433.0561,423.5364,440.1604,416.16,3464499600.0,5056696.6641,312373.803716,49.1444361781,0.000370534709376,1.86404354425e-09,stay,-0.263019746432,-0.436923283677,-0.336004060654,-0.380629986968,0.19992705891,-1.19654085198,2.30346876078,-1.24133500988,-0.575314972412,-0.0772186563022,-0.29380284234,-0.463806554093,-0.364447045571,-0.409969833366,-0.032163988958,0.312398213644,2.50481200478,-1.11929834897,0.0846731084544,-0.0767382025552
2017-05-23,2279,sh600867,21.22,20.9,21.41,20.78,day,50781.0,199.0,569.315068493,7.14089347079,-0.0241706161137,3.72485196792e-05,450.2884,436.81,458.3881,431.8084,2578709961.0,39601.0,324119.647213,50.9923595612,0.000584218683318,1.38745221829e-09,stay,0.039262591217,-0.199863986126,-0.0112933070165,-0.106133061175,-0.084151689712,0.254701147233,2.38369140365,-1.15725234652,-0.979957731559,-0.077218661527,0.00739459839502,-0.230966303989,-0.0422313843998,-0.139129462217,-0.200371905389,-0.410776492317,2.63385310234,-1.05690573034,0.332725526294,-0.0767382025552
