quote_time,id_tb_StockXPeriodRecords,stock_code,open_price,high_price,low_price,close_price,period,trading_volumn,Capital,PE_TTM,PB,SA,Turn_Over,open_price-Order2,high_price-Order2,low_price-Order2,close_price-Order2,trading_volumn-Order2,Capital-Order2,PE_TTM-Order2,PB-Order2,SA-Order2,Turn_Over-Order2
2017-04-14,2813,sh600221,3.53,3.46,3.53,3.44,day,1780508.0,-4157.72,-67.0565302144,1.11688311688,-0.0204678362573,0.000150736397115,12.4609,11.9716,12.4609,11.8336,3.17020873806e+12,17286635.5984,4496.5782444,1.24742789678,0.000418932321056,2.27214614152e-08
2017-04-13,2812,sh600221,3.43,3.51,3.59,3.42,day,2455450.0,23996.96,-66.6666666667,1.11038961039,-0.0234604105572,0.00020787645228,11.7649,12.3201,12.8881,11.6964,6.0292347025e+12,575854089.242,4444.44444444,1.23296508686,0.000550390863512,4.32126194125e-08
2017-04-12,2811,sh600221,3.44,3.43,3.45,3.41,day,928392.0,-3526.09,-66.4717348928,1.10714285714,-0.00588235294118,7.85969314322e-05,11.8336,11.7649,11.9025,11.6281,8.61911705664e+11,12433310.6881,4418.49153966,1.22576530612,3.46020761246e-05,6.17747763056e-09
2017-04-11,2810,sh600221,3.43,3.44,3.45,3.4,day,1092936.0,-9093.94,-66.2768031189,1.1038961039,-0.00294117647059,9.25270961531e-05,11.7649,11.8336,11.9025,11.56,1.1945091001e+12,82699744.7236,4392.61463166,1.2185866082,8.65051903114e-06,8.56126352253e-09
2017-04-10,2809,sh600221,3.42,3.45,3.48,3.4,day,1604855.0,1175.92,-66.2768031189,1.1038961039,-0.00874635568513,0.000135865753253,11.6964,11.9025,12.1104,11.56,2.57555957102e+12,1382787.8464,4392.61463166,1.2185866082,7.64987377708e-05,1.84595029069e-08
2017-04-07,2808,sh600221,3.46,3.44,3.53,3.43,day,2612679.0,10975.65,-66.8615984405,1.11363636364,-0.0262390670554,0.000221187334894,11.9716,11.8336,12.4609,11.7649,6.82609155704e+12,120464892.922,4470.47334602,1.24018595041,0.000688488639937,4.89238371177e-08
2017-04-06,2807,sh600221,3.45,3.47,3.48,3.43,day,1311710.0,1549.82,-66.8615984405,1.11363636364,-0.00293255131965,0.000111048329724,11.9025,12.0409,12.1104,11.7649,1.7205831241e+12,2401942.0324,4470.47334602,1.24018595041,8.59985724237e-06,1.23317315344e-08
2017-04-05,2806,sh600221,3.42,3.46,3.46,3.41,day,1235138.0,463.15,-66.4717348928,1.10714285714,0.0,0.000104565804849,11.6964,11.9716,11.9716,11.6281,1.52556587904e+12,214507.9225,4418.49153966,1.22576530612,0.0,1.09340075437e-08
2017-03-31,2805,sh600221,3.4,3.45,3.48,3.38,day,1688254.0,10993.36,-65.8869395712,1.0974025974,-0.00887573964497,0.00014292624654,11.56,11.9025,12.1104,11.4244,2.85020156852e+12,120853964.09,4341.08880605,1.20429246079,7.87787542453e-05,2.04279119501e-08
2017-03-30,2804,sh600221,3.42,3.41,3.43,3.38,day,1303403.0,-1094.64,293.913043478,1.11551155116,-0.00593471810089,0.000110345065683,11.6964,11.6281,11.7649,11.4244,1.69885938041e+12,1198236.7296,86384.8771267,1.24436602076,3.5220878937e-05,1.21760335206e-08
2017-03-29,2803,sh600221,3.38,3.44,3.47,3.37,day,2006819.0,3992.64,293.043478261,1.11221122112,-0.00882352941176,0.000169895707136,11.4244,11.8336,12.0409,11.3569,4.02732249876e+12,15941174.1696,85874.4801512,1.23701380039,7.78546712803e-05,2.88645513034e-08
2017-03-28,2802,sh600221,3.45,3.41,3.45,3.4,day,706103.0,-9115.57,295.652173913,1.12211221122,-0.0116618075802,5.97781207454e-05,11.9025,11.6281,11.9025,11.56,4.98581446609e+11,83093616.4249,87410.2079395,1.25913581457,0.000135997756037,3.57342371985e-09
