quote_time,id_tb_StockXPeriodRecords,stock_code,open_price,high_price,low_price,close_price,period,trading_volumn,Capital,PE_TTM,PB,nor_open_price,nor_high_price,nor_low_price,nor_close_price,nor_trading_volumn,nor_Capital,nor_PE_TTM,nor_PB
2017-05-26,2602,sz002310,16.54,16.0,16.75,15.95,day,277496.0,-5517.54,44.7154471545,5.48109965636,1.00568342932,0.843630464069,0.968980742721,0.916636232127,-0.0191345349297,-0.649923185287,1.3887330216,0.133916671742
2017-05-25,2601,sz002310,16.63,16.49,16.7,16.1,day,253980.0,-4107.59,45.1359686011,5.53264604811,1.03216297741,0.988242710696,0.954553657635,0.961558615048,-0.127490778842,-0.483178185744,1.43423889253,0.172934910147
2017-05-24,2600,sz002310,16.56,16.64,16.75,16.17,day,279988.0,-2464.76,45.3322119428,5.55670103093,1.01156777334,1.03251176579,0.968980742721,0.982522393745,-0.00765198008069,-0.288892085102,1.45547496563,0.191143421403
2017-05-23,2599,sz002310,18.0,16.66,18.09,16.16,day,444317.0,-10018.75,45.3041771797,5.55326460481,1.43524054282,1.03841430647,1.35562662303,0.979527568217,0.749537729301,-1.18225004751,1.45244124091,0.188542205509
2017-05-22,2598,sz002310,18.15,17.95,18.5,17.91,day,208484.0,-921.79,50.2102607233,6.15463917526,1.47937312298,1.41912818024,1.47392872073,1.50362203563,-0.337125736871,-0.106415733497,1.98334306849,0.643754986908
2017-05-19,2597,sz002310,18.64,18.13,18.69,17.98,day,216228.0,-4471.21,50.406504065,6.17869415808,1.62353955148,1.47225104635,1.52875164406,1.52458581432,-0.301443190824,-0.52618099913,2.00457914159,0.661963498164
2017-05-18,2596,sz002310,18.01,18.49,18.78,17.91,day,371319.0,7119.89,50.2102607233,6.15463917526,1.43818271483,1.57849677856,1.55472039722,1.50362203563,0.413179968921,0.844617939985,1.98334306849,0.643754986908
2017-05-17,2595,sz002310,18.25,18.2,18.66,18.04,day,331287.0,-150.31,50.5747126437,6.19931271478,1.50879484308,1.49290993872,1.52009539301,1.54255476749,0.228721848651,-0.01517814901,2.02278148997,0.677570793526
2017-05-16,2594,sz002310,17.49,18.19,18.19,17.35,day,313040.0,7228.71,48.6403139893,5.96219931271,1.2851897703,1.48995866838,1.3844807932,1.33591180606,0.144643927973,0.857487326028,1.81345448366,0.498086896861
2017-05-15,2593,sz002310,17.5,17.46,17.75,17.41,day,143509.0,-1019.38,48.808522568,5.98281786942,1.28813194231,1.27451593361,1.25752244444,1.35388075922,-0.636515384268,-0.117957025391,1.83165683204,0.513694192223
2017-05-12,2592,sz002310,17.18,17.49,17.53,17.03,day,167047.0,2383.08,47.7432015699,5.85223367698,1.19398243798,1.28336974463,1.19404327006,1.24007738916,-0.528057769487,0.284428301143,1.71637529233,0.414847988262
2017-05-11,2591,sz002310,16.73,17.17,17.18,16.71,day,207325.0,-1861.61,46.8460891505,5.74226804124,1.06158469751,1.18892909377,1.09305367446,1.14424297226,-0.342466138585,-0.217561721277,1.619296101,0.331609079663
2017-05-10,2590,sz002310,17.35,17.08,17.53,17.03,day,215764.0,-2692.4,47.7432015699,5.85223367698,1.24399936215,1.16236766072,1.19404327006,1.24007738916,-0.303581194616,-0.315813487773,1.71637529233,0.414847988262
2017-05-09,2589,sz002310,17.33,17.18,17.47,16.92,day,289976.0,-2988.98,47.4348191758,5.81443298969,1.23811501813,1.19188036411,1.17673076796,1.20713430835,0.0383703946511,-0.350887945707,1.68300432031,0.386234613431
2017-05-08,2588,sz002310,17.63,17.51,17.8,17.33,day,326368.0,-9499.16,48.5842444631,5.95532646048,1.32638017844,1.28927228531,1.27194952953,1.329922155,0.206056243794,-1.12080174487,1.80738703421,0.492884465073
2017-05-05,2587,sz002310,17.6,17.88,18.08,17.55,day,335330.0,-2234.29,49.2010092515,6.03092783505,1.31755366241,1.39846928786,1.35274120601,1.39580831662,0.247351049796,-0.261635997975,1.87412897824,0.550111214735
2017-05-04,2586,sz002310,17.38,17.78,18.04,17.3,day,320708.0,1719.71,48.5001401738,5.94501718213,1.25282587818,1.36895658447,1.34119953794,1.32093767842,0.179976283744,0.205976135926,1.79828586002,0.485080817392
2017-05-03,2585,sz002310,18.09,17.53,18.14,17.5,day,262169.0,-7710.38,49.0608354359,6.01374570447,1.46172009092,1.29517482599,1.37005370811,1.38083418898,-0.0897577765711,-0.909255150816,1.8589603546,0.537105135266
2017-05-02,2584,sz002310,17.57,17.95,18.12,17.51,day,368284.0,49.09,49.088870199,6.01718213058,1.30872714638,1.41912818024,1.36428287408,1.38382901451,0.399195396704,0.00840350488472,1.86199407933,0.53970635116
2017-04-28,2583,sz002310,17.48,17.61,17.93,17.38,day,399937.0,-131.19,48.7244182787,5.97250859107,1.28224759829,1.3187849887,1.30945995075,1.34489628264,0.545045039013,-0.0129169593287,1.82255565785,0.505890544542
2017-04-27,2582,sz002310,17.47,17.6,17.7,17.22,day,412087.0,3196.52,48.275862069,5.9175257732,1.27930542628,1.31583371836,1.24309535936,1.29697907419,0.601029405552,0.380628203571,1.77401606219,0.464271090242
2017-04-26,2581,sz002310,16.98,17.4,17.41,16.68,day,383087.0,4161.53,46.7619848612,5.73195876289,1.13513899777,1.25680831158,1.15941826586,1.13525849568,0.467404168545,0.494753237798,1.61019492682,0.323805431982
2017-04-25,2580,sz002310,17.1,16.95,17.56,16.92,day,358032.0,-1442.83,47.4348191758,5.81443298969,1.1704450619,1.12400114631,1.20269952112,1.20713430835,0.351956571538,-0.168035517576,1.68300432031,0.386234613431
2017-04-24,2579,sz002310,17.42,16.98,17.65,16.82,day,383090.0,-4296.01,47.1544715447,5.78006872852,1.26459456623,1.13285495732,1.22866827427,1.17718605307,0.467417991846,-0.505461311254,1.65266707302,0.360222454494
2017-04-21,2578,sz002310,18.27,17.42,18.49,17.35,day,489535.0,-12160.33,48.6403139893,5.96219931271,1.5146791871,1.26271085225,1.47104330372,1.33591180606,0.957891728162,-1.43551984865,1.81345448366,0.498086896861
2017-04-20,2577,sz002310,18.8,18.49,19.03,18.37,day,414685.0,-2096.29,51.4998598262,6.31271477663,1.67061430365,1.57849677856,1.62685582265,1.64138400992,0.613000383681,-0.245315695881,2.12289440603,0.763410918019
2017-04-19,2576,sz002310,18.53,18.77,18.82,18.01,day,409274.0,-2880.03,50.4906083544,6.18900343643,1.59117565937,1.66113234807,1.56626206528,1.53357029091,0.588067757562,-0.338003185467,2.01368031578,0.669767145845
2017-04-18,2575,sz002310,18.58,18.75,19.09,18.3,day,560049.0,4286.62,51.3036164844,6.28865979381,1.60588651942,1.65522980739,1.64416832475,1.62042023122,1.28280379583,0.509546763805,2.10165833292,0.745202406763
