quote_time,id_tb_StockXPeriodRecords,stock_code,open_price,high_price,low_price,close_price,period,trading_volumn,Capital,PE_TTM,PB,SA,Turn_Over,nor_open_price,nor_high_price,nor_low_price,nor_close_price,nor_trading_volumn,nor_Capital,nor_PE_TTM,nor_PB,nor_SA,nor_Turn_Over
2017-04-10,2809,sh600221,3.42,3.45,3.48,3.4,day,1604855.0,1175.92,-66.2768031189,1.1038961039,-0.00874635568513,0.000135865753253,1.32825734344,1.54529568923,1.54937221653,1.40088226715,1.1861501149,0.126331847201,-1.19631287618,-0.52455997674,-0.122844951077,1.1861501149
2017-04-07,2808,sh600221,3.46,3.44,3.53,3.43,day,2612679.0,10975.65,-66.8615984405,1.11363636364,-0.0262390670554,0.000221187334894,1.7338742315,1.44618641073,2.0329342459,1.70709742443,2.7922290998,1.6647459068,-1.19899558647,-0.392100807151,-2.54385243535,2.7922290998
2017-04-06,2807,sh600221,3.45,3.47,3.48,3.43,day,1311710.0,1549.82,-66.8615984405,1.11363636364,-0.00293255131965,0.000111048329724,1.63247000948,1.74351424623,1.54937221653,1.70709742443,0.718991142675,0.185028670163,-1.19899558647,-0.392100807151,0.68179096745,0.718991142675
2017-04-05,2806,sh600221,3.42,3.46,3.46,3.41,day,1235138.0,463.15,-66.4717348928,1.10714285714,0.0,0.000104565804849,1.32825734344,1.64440496773,1.35594740479,1.50295398624,0.596965193669,0.0144373981433,-1.19720711294,-0.48040692021,1.08765879106,0.596965193669
2017-03-31,2805,sh600221,3.4,3.45,3.48,3.38,day,1688254.0,10993.36,-65.8869395712,1.0974025974,-0.00887573964497,0.00014292624654,1.12544889942,1.54529568923,1.54937221653,1.19673882896,1.31905564331,1.66752611738,-1.19452440266,-0.6128660898,-0.140751811168,1.31905564331
2017-03-30,2804,sh600221,3.42,3.41,3.43,3.38,day,1303403.0,-1094.64,293.913043478,1.11551155116,-0.00593471810089,0.000110345065683,1.32825734344,1.14885857524,1.06581018717,1.19673882896,0.705753019622,-0.23011281272,0.456034484312,-0.366599866911,0.266288299363,0.705753019622
2017-03-29,2803,sh600221,3.38,3.44,3.47,3.37,day,2006819.0,3992.64,293.043478261,1.11221122112,-0.00882352941176,0.000169895707136,0.922640455391,1.44618641073,1.45265981066,1.09466710987,1.82672419638,0.56851562675,0.452045410757,-0.411481521733,-0.133525866449,1.82672419638
2017-03-28,2802,sh600221,3.45,3.41,3.45,3.4,day,706103.0,-9115.57,295.652173913,1.12211221122,-0.0116618075802,5.97781207454e-05,1.63247000948,1.14885857524,1.25923499891,1.40088226715,-0.246110577275,-1.4892813289,0.464012631421,-0.276836557266,-0.526346198456,-0.246110577275
2017-03-27,2801,sh600221,3.45,3.44,3.46,3.43,day,899769.0,903.45,298.260869565,1.13201320132,-0.0058651026393,7.61737309216e-05,1.63247000948,1.44618641073,1.35594740479,1.70709742443,0.0625176084886,0.0835580484512,0.475979852085,-0.142191592799,0.27592314384,0.0625176084886
2017-03-24,2800,sh600221,3.42,3.44,3.46,3.41,day,1591419.0,10834.54,296.52173913,1.12541254125,-0.00589970501475,0.000134728272134,1.32825734344,1.44618641073,1.35594740479,1.50295398624,1.16473836321,1.64259370384,0.468001704976,-0.231954902444,0.271134142972,1.16473836321
2017-03-23,2799,sh600221,3.39,3.42,3.44,3.39,day,1343764.0,2643.86,294.782608696,1.11881188119,-0.00595238095238,0.000113761995977,1.0240446774,1.24796785374,1.16252259304,1.29881054806,0.77007273607,0.356776924223,0.460023557866,-0.321718212089,0.263843744328,0.77007273607
2017-03-22,2798,sh600221,3.37,3.39,3.4,3.36,day,749749.0,2459.22,292.173913043,1.10891089109,-0.00296735905045,6.34731565377e-05,0.821236233378,0.950640018245,0.77567296955,0.992595390775,-0.176555850086,0.327791148905,0.448056337202,-0.456363176556,0.676973545211,-0.176555850086
2017-03-21,2797,sh600221,3.37,3.38,3.39,3.37,day,367148.0,1018.28,293.043478261,1.11221122112,-0.00297619047619,3.10824588983e-05,0.821236233378,0.851530739747,0.678960563678,1.09466710987,-0.78627284998,0.101584676375,0.452045410757,-0.411481521733,0.675751267694,-0.78627284998
2017-03-20,2796,sh600221,3.38,3.38,3.39,3.36,day,408264.0,-2480.86,292.173913043,1.10891089109,-0.00296735905045,3.45633068943e-05,0.922640455391,0.851530739747,0.678960563678,0.992595390775,-0.720749957547,-0.44772904681,0.448056337202,-0.456363176556,0.676973545211,-0.720749957547
2017-03-17,2795,sh600221,3.42,3.38,3.43,3.37,day,731970.0,-5909.59,293.043478261,1.11221122112,-0.0147058823529,6.19680004787e-05,1.32825734344,0.851530739747,1.06581018717,1.09466710987,-0.204888652512,-0.98598943139,0.452045410757,-0.411481521733,-0.947648971455,-0.204888652512
2017-03-16,2794,sh600221,3.41,3.42,3.43,3.4,day,861352.0,-3485.96,295.652173913,1.12211221122,-0.00295857988166,7.2921378128e-05,1.22685312143,1.24796785374,1.06581018717,1.40088226715,0.00129587099985,-0.6055150237,0.464012631421,-0.276836557266,0.678188590317,0.00129587099985
2017-03-15,2793,sh600221,3.39,3.41,3.43,3.38,day,921148.0,7339.11,293.913043478,1.11551155116,-0.00591715976331,7.79836601294e-05,1.0240446774,1.14885857524,1.06581018717,1.19673882896,0.0965874089876,1.09386239631,0.456034484312,-0.366599866911,0.268718389575,0.0965874089876
2017-03-14,2792,sh600221,3.39,3.39,3.41,3.38,day,575224.0,-1921.54,293.913043478,1.11551155116,-0.00597014925373,4.86980082618e-05,1.0240446774,0.950640018245,0.872385375423,1.19673882896,-0.454680735819,-0.359923999955,0.456034484312,-0.366599866911,0.261384594935,-0.454680735819
