quote_time,id_tb_StockXPeriodRecords,stock_code,open_price,high_price,low_price,close_price,period,trading_volumn,Capital,PE_TTM,PB,SA,Turn_Over,nor_open_price,nor_high_price,nor_low_price,nor_close_price,nor_trading_volumn,nor_Capital,nor_PE_TTM,nor_PB,nor_SA,nor_Turn_Over
2017-03-13,2791,sh600221,3.38,3.4,3.4,3.35,day,715938.0,3271.86,291.304347826,1.10561056106,0.0,6.06107440561e-05,0.922640455391,1.04974929674,0.77567296955,0.890523671682,-0.230437417263,0.455363725026,0.444067263648,-0.501244831378,1.08765879106,-0.230437417263
2017-03-10,2790,sh600221,3.38,3.38,3.41,3.37,day,651453.0,-2047.68,293.043478261,1.11221122112,-0.00892857142857,5.51514950283e-05,0.922640455391,0.851530739747,0.872385375423,1.09466710987,-0.33320139524,-0.379726132206,0.452045410757,-0.411481521733,-0.148063779038,-0.33320139524
2017-03-09,2789,sh600221,3.39,3.38,3.41,3.36,day,660597.0,-769.69,292.173913043,1.10891089109,-0.00890207715134,5.59256188262e-05,1.0240446774,0.851530739747,0.872385375423,0.992595390775,-0.318629420136,-0.179100422719,0.448056337202,-0.456363176556,-0.144396946486,-0.318629420136
2017-03-08,2788,sh600221,3.38,3.39,3.41,3.37,day,601707.0,4766.73,293.043478261,1.11221122112,-0.00593471810089,5.09400380672e-05,0.922640455391,0.950640018245,0.872385375423,1.09466710987,-0.412477146942,0.690036417567,0.452045410757,-0.411481521733,0.266288299363,-0.412477146942
2017-03-07,2787,sh600221,3.4,3.38,3.41,3.37,day,576461.0,-3317.0,293.043478261,1.11221122112,-0.00890207715134,4.88027317021e-05,1.12544889942,0.851530739747,0.872385375423,1.09466710987,-0.452709439537,-0.578990778694,0.452045410757,-0.411481521733,-0.144396946486,-0.452709439537
2017-03-06,2786,sh600221,3.38,3.4,3.41,3.37,day,553190.0,5219.17,293.043478261,1.11221122112,-0.00297619047619,4.68326272727e-05,0.922640455391,1.04974929674,0.872385375423,1.09466710987,-0.489794351246,0.761062870043,0.452045410757,-0.411481521733,0.675751267694,-0.489794351246
2017-03-03,2785,sh600221,3.39,3.39,3.39,3.36,day,722323.0,759.49,292.173913043,1.10891089109,0.0,6.11512930991e-05,1.0240446774,0.950640018245,0.678960563678,0.992595390775,-0.220262213737,0.0609584372354,0.448056337202,-0.456363176556,1.08765879106,-0.220262213737
2017-03-02,2784,sh600221,3.42,3.39,3.43,3.39,day,687816.0,-6071.27,294.782608696,1.11881188119,-0.0117647058824,5.82299578087e-05,1.32825734344,0.950640018245,1.06581018717,1.29881054806,-0.275252933874,-1.01137082304,0.460023557866,-0.321718212089,-0.540587418952,-0.275252933874
2017-03-01,2783,sh600221,3.41,3.42,3.46,3.4,day,982565.0,94.66,295.652173913,1.12211221122,-0.0117994100295,8.31831747071e-05,1.22685312143,1.24796785374,1.35594740479,1.40088226715,0.194462189719,-0.0434101340665,0.464012631421,-0.276836557266,-0.545390505117,0.194462189719
2017-02-28,2782,sh600221,3.4,3.41,3.42,3.39,day,555992.0,-1222.2,294.782608696,1.11881188119,-0.00294117647059,4.70698423735e-05,1.12544889942,1.14885857524,0.969097781296,1.29881054806,-0.485329054412,-0.25013786417,0.460023557866,-0.321718212089,0.680597238557,-0.485329054412
2017-02-27,2781,sh600221,3.44,3.41,3.45,3.4,day,1352283.0,-16264.19,295.652173913,1.12211221122,-0.0117994100295,0.00011448320777,1.53106578747,1.14885857524,1.25923499891,1.40088226715,0.783648704565,-2.61150995303,0.464012631421,-0.276836557266,-0.545390505117,0.783648704565
2017-02-24,2780,sh600221,3.41,3.49,3.53,3.39,day,2541810.0,29759.72,294.782608696,1.11881188119,-0.0117647058824,0.000215187621483,1.22685312143,1.94173280322,2.0329342459,1.29881054806,2.67929151191,4.61356974016,0.460023557866,-0.321718212089,-0.540587418952,2.67929151191
2017-02-23,2779,sh600221,3.42,3.41,3.45,3.4,day,919427.0,1887.9,295.652173913,1.12211221122,-0.0117302052786,7.78379616325e-05,1.32825734344,1.14885857524,1.25923499891,1.40088226715,0.0938448051868,0.23810227783,0.464012631421,-0.276836557266,-0.53581250338,0.0938448051868
2017-02-22,2778,sh600221,3.43,3.43,3.45,3.41,day,831101.0,-5382.54,296.52173913,1.12541254125,-0.00584795321637,7.03603524268e-05,1.42966156546,1.34707713224,1.25923499891,1.50295398624,-0.0469124425273,-0.903250301831,0.468001704976,-0.231954902444,0.278296639885,-0.0469124425273
2017-02-21,2777,sh600221,3.45,3.44,3.48,3.42,day,1207247.0,1886.59,297.391304348,1.12871287129,-0.0118343195266,0.000102204574879,1.63247000948,1.44618641073,1.54937221653,1.60502570534,0.5525178011,0.23789662702,0.47199077853,-0.187073247621,-0.55022201191,0.5525178011
2017-02-20,2776,sh600221,3.38,3.45,3.45,3.38,day,1735209.0,10497.43,293.913043478,1.11551155116,0.0,0.000146901419652,0.922640455391,1.54529568923,1.25923499891,1.19673882896,1.3938836279,1.58967237196,0.456034484312,-0.366599866911,1.08765879106,1.3938836279
2017-02-17,2775,sh600221,3.41,3.38,3.43,3.37,day,1158810.0,-11200.32,293.043478261,1.11221122112,-0.014880952381,9.81039368208e-05,1.22685312143,0.851530739747,1.06581018717,1.09466710987,0.475328085642,-1.81655654064,0.452045410757,-0.411481521733,-0.97187882577,0.475328085642
2017-02-16,2774,sh600221,3.38,3.42,3.44,3.36,day,1465449.0,4195.97,292.173913043,1.10891089109,-0.00593471810089,0.000124063751702,0.922640455391,1.24796785374,1.16252259304,0.992595390775,0.963991238981,0.60043545829,0.448056337202,-0.456363176556,0.266288299363,0.963991238981
2017-02-15,2773,sh600221,3.38,3.39,3.45,3.37,day,2262413.0,6910.8,293.043478261,1.11221122112,-0.0178571428571,0.000191534092746,0.922640455391,0.950640018245,1.25923499891,1.09466710987,2.23404149788,1.02662400036,0.452045410757,-0.411481521733,-1.38378634914,2.23404149788
2017-02-14,2772,sh600221,3.39,3.38,3.4,3.36,day,926788.0,-871.74,292.173913043,1.10891089109,-0.00597014925373,7.84611380626e-05,1.0240446774,0.851530739747,0.77567296955,0.992595390775,0.105575372635,-0.195120777849,0.448056337202,-0.456363176556,0.261384594935,0.105575372635
2017-02-13,2771,sh600221,3.35,3.39,3.4,3.35,day,1454122.0,10491.4,291.304347826,1.10561056106,-0.003003003003,0.000123104816853,0.618427789352,0.950640018245,0.77567296955,0.890523671682,0.945940411989,1.58872575029,0.444067263648,-0.501244831378,0.672040389105,0.945940411989
2017-02-10,2770,sh600221,3.34,3.36,3.37,3.33,day,1482273.0,10101.37,289.565217391,1.09900990099,-0.003003003003,0.000125488058218,0.517023567339,0.653312182751,0.485535751932,0.686380233495,0.990802143308,1.52749675361,0.436089116538,-0.591008141023,0.672040389105,0.990802143308
2017-02-09,2769,sh600221,3.34,3.35,3.39,3.33,day,2287462.0,2521.9,289.565217391,1.09900990099,-0.0121212121212,0.000193654721247,0.517023567339,0.554202904254,0.678960563678,0.686380233495,2.27395984919,0.337630990743,0.436089116538,-0.591008141023,-0.589928213194,2.27395984919
2017-02-08,2768,sh600221,3.32,3.34,3.34,3.3,day,565323.0,-36.0,286.956521739,1.08910891089,0.0,4.78597974434e-05,0.314215123313,0.455093625756,0.195398534314,0.380165076215,-0.47045907413,-0.0639218401061,0.424121895874,-0.72565310549,1.08765879106,-0.47045907413
2017-02-07,2767,sh600221,3.32,3.32,3.33,3.31,day,285772.0,-493.96,287.826086957,1.09240924092,-0.00302114803625,2.41932311882e-05,0.314215123313,0.25687506876,0.0986861284415,0.482236795308,-0.915954504193,-0.135814851723,0.428110969429,-0.680771450667,0.669529099667,-0.915954504193
2017-02-06,2766,sh600221,3.32,3.33,3.33,3.31,day,421356.0,-3171.44,287.826086957,1.09240924092,0.0,3.56716652454e-05,0.314215123313,0.355984347258,0.0986861284415,0.482236795308,-0.69988640789,-0.556139990916,0.428110969429,-0.680771450667,1.08765879106,-0.69988640789
2017-02-03,2765,sh600221,3.33,3.32,3.34,3.31,day,325774.0,-2573.4,287.826086957,1.09240924092,-0.00600600600601,2.75797688265e-05,0.415619345326,0.25687506876,0.195398534314,0.482236795308,-0.852206893941,-0.462256471247,0.428110969429,-0.680771450667,0.25642198715,-0.852206893941
2017-01-26,2764,sh600221,3.35,3.34,3.35,3.33,day,512800.0,-3565.58,289.565217391,1.09900990099,-0.00301204819277,4.34132418617e-05,0.618427789352,0.455093625756,0.292110940187,0.686380233495,-0.5541602824,-0.618014197394,0.436089116538,-0.591008141023,0.670788526449,-0.5541602824
2017-01-25,2763,sh600221,3.33,3.35,3.35,3.32,day,421994.0,3036.88,288.695652174,1.09570957096,0.0,3.57256778201e-05,0.415619345326,0.554202904254,0.292110940187,0.584308514402,-0.698869684342,0.418475307108,0.432100042983,-0.635889795845,1.08765879106,-0.698869684342
2017-01-24,2762,sh600221,3.34,3.33,3.34,3.32,day,470472.0,-8.5,288.695652174,1.09570957096,-0.003003003003,3.98297869055e-05,0.517023567339,0.355984347258,0.195398534314,0.584308514402,-0.621614630851,-0.0596047429372,0.432100042983,-0.635889795845,0.672040389105,-0.621614630851
2017-01-23,2761,sh600221,3.34,3.34,3.36,3.33,day,684921.0,578.87,289.565217391,1.09900990099,-0.00604229607251,5.79848694016e-05,0.517023567339,0.455093625756,0.38882334606,0.686380233495,-0.279866436491,0.03260374303,0.436089116538,-0.591008141023,0.251399408275,-0.279866436491
2017-01-20,2760,sh600221,3.32,3.34,3.35,3.31,day,595350.0,3274.37,287.826086957,1.09240924092,-0.0030303030303,5.04018594819e-05,0.314215123313,0.455093625756,0.292110940187,0.482236795308,-0.422607729372,0.455757758258,0.428110969429,-0.680771450667,0.668262039996,-0.422607729372
2017-01-19,2759,sh600221,3.31,3.33,3.35,3.3,day,638624.0,407.31,286.956521739,1.08910891089,-0.00607902735562,5.40654020489e-05,0.2128109013,0.355984347258,0.292110940187,0.380165076215,-0.353645825317,0.00567133611013,0.424121895874,-0.72565310549,0.24631576461,-0.353645825317
2017-01-18,2758,sh600221,3.3,3.32,3.33,3.29,day,561639.0,615.11,286.086956522,1.08580858086,-0.0030487804878,4.75479129211e-05,0.111406679286,0.25687506876,0.0986861284415,0.278093357122,-0.476329935491,0.0382928921719,0.420132822319,-0.770534760312,0.665704742734,-0.476329935491
2017-01-17,2757,sh600221,3.3,3.3,3.31,3.28,day,361158.0,-1756.2,285.217391304,1.08250825083,-0.00307692307692,3.05753502423e-05,0.111406679286,0.058656511764,-0.0947386833038,0.176021638028,-0.795818577329,-0.333968041922,0.416143748765,-0.815416415134,0.661809782288,-0.795818577329
2017-01-16,2756,sh600221,3.29,3.31,3.33,3.25,day,1524834.0,6209.92,282.608695652,1.07260726073,-0.00611620795107,0.000129091238769,0.0100024572734,0.157765790262,0.0986861284415,-0.130193519252,1.05862780302,0.916596107138,0.4041765281,-0.950061379601,0.241169935702,1.05862780302
2017-01-13,2755,sh600221,3.28,3.29,3.31,3.27,day,628863.0,1327.06,284.347826087,1.07920792079,-0.00609756097561,5.32390435196e-05,-0.0914017647397,-0.0404527667338,-0.0947386833038,0.0739499189349,-0.369201058147,0.150058613241,0.41215467521,-0.860298069957,0.243750694408,-0.369201058147
2017-01-12,2754,sh600221,3.28,3.29,3.3,3.28,day,491098.0,-1750.82,285.217391304,1.08250825083,-0.0030487804878,4.15759677297e-05,-0.0914017647397,-0.0404527667338,-0.191451089177,0.176021638028,-0.588744819115,-0.333123460731,0.416143748765,-0.815416415134,0.665704742734,-0.588744819115
2017-01-11,2753,sh600221,3.32,3.29,3.33,3.28,day,1162547.0,-8505.51,285.217391304,1.08250825083,-0.0122324159021,9.84203082811e-05,0.314215123313,-0.0404527667338,0.0986861284415,0.176021638028,0.481283408364,-1.39351084531,0.416143748765,-0.815416415134,-0.605318919655,0.481283408364
2017-01-10,2752,sh600221,3.29,3.35,3.47,3.27,day,2393651.0,17585.19,284.347826087,1.07920792079,-0.0369230769231,0.000202644597885,0.0100024572734,0.554202904254,1.45265981066,0.0739499189349,2.44318376262,2.70234686759,0.41215467521,-0.860298069957,-4.02252931421,2.44318376262
2017-01-09,2751,sh600221,3.27,3.29,3.31,3.25,day,660515.0,6718.5,282.608695652,1.07260726073,-0.00611620795107,5.59186767712e-05,-0.192805986753,-0.0404527667338,-0.0947386833038,-0.130193519252,-0.318760096203,0.996435717252,0.4041765281,-0.950061379601,0.241169935702,-0.318760096203
2017-01-06,2750,sh600221,3.3,3.27,3.3,3.27,day,393296.0,-2322.08,284.347826087,1.07920792079,-0.00914634146341,3.3296127869e-05,0.111406679286,-0.23867132373,-0.191451089177,0.0739499189349,-0.744603120645,-0.422802912684,0.41215467521,-0.860298069957,-0.178203353919,-0.744603120645
2017-01-05,2749,sh600221,3.29,3.3,3.3,3.28,day,513143.0,-1778.82,285.217391304,1.08250825083,0.0,4.344227997e-05,0.0100024572734,0.058656511764,-0.191451089177,0.176021638028,-0.553613673973,-0.337519050576,0.416143748765,-0.815416415134,1.08765879106,-0.553613673973
2017-01-04,2748,sh600221,3.27,3.29,3.29,3.27,day,463415.0,565.17,284.347826087,1.07920792079,0.0,3.92323468746e-05,-0.192805986753,-0.0404527667338,-0.288163495049,0.0739499189349,-0.632860740684,0.0304530437131,0.41215467521,-0.860298069957,1.08765879106,-0.632860740684
2017-01-03,2747,sh600221,3.25,3.28,3.28,3.25,day,299780.0,1061.6,282.608695652,1.07260726073,0.0,2.53791373738e-05,-0.395614430779,-0.139562045232,-0.384875900922,-0.130193519252,-0.893631207247,0.108385281806,0.4041765281,-0.950061379601,1.08765879106,-0.893631207247
2016-12-30,2746,sh600221,3.25,3.26,3.27,3.24,day,342985.0,913.24,41.91461837,1.06930693069,-0.00308641975309,2.90368384554e-05,-0.395614430779,-0.337780602228,-0.481588306795,-0.232265238345,-0.824779262322,0.0850949350433,-0.699991807129,-0.994943034424,0.660495433495,-0.824779262322
2016-12-29,2745,sh600221,3.24,3.26,3.26,3.24,day,278644.0,-414.43,41.91461837,1.06930693069,0.0,2.35897803535e-05,-0.497018652792,-0.337780602228,-0.578300712667,-0.232265238345,-0.927313760377,-0.123329806711,-0.699991807129,-0.994943034424,1.08765879106,-0.927313760377
2016-12-28,2744,sh600221,3.25,3.26,3.27,3.24,day,384147.0,-1025.4,41.91461837,1.06930693069,-0.00308641975309,3.2521580775e-05,-0.395614430779,-0.337780602228,-0.481588306795,-0.232265238345,-0.759183063803,-0.219243146976,-0.699991807129,-0.994943034424,0.660495433495,-0.759183063803
2016-12-27,2743,sh600221,3.25,3.25,3.26,3.24,day,286297.0,-2669.46,41.91461837,1.06930693069,-0.00310559006211,2.42376772724e-05,-0.395614430779,-0.436889880725,-0.578300712667,-0.232265238345,-0.91511785864,-0.477336484121,-0.699991807129,-0.994943034424,0.657842244939,-0.91511785864
2016-12-26,2742,sh600221,3.26,3.26,3.27,3.22,day,583425.0,231.19,41.6558861578,1.06270627063,-0.00306748466258,4.93922984266e-05,-0.294210208766,-0.337780602228,-0.481588306795,-0.436408676532,-0.441611535488,-0.0219769240131,-0.701178724228,-1.08470634407,0.663116067591,-0.441611535488
2016-12-23,2741,sh600221,3.29,3.28,3.3,3.26,day,811694.0,-1582.35,42.1733505821,1.07590759076,-0.00609756097561,6.87173711772e-05,0.0100024572734,-0.139562045232,-0.191451089177,-0.0281218001584,-0.0778396429709,-0.306676138547,-0.69880489003,-0.905179724779,0.243750694408,-0.0778396429709
2016-12-22,2740,sh600221,3.31,3.3,3.34,3.28,day,1097997.0,-4933.08,42.4320827943,1.08250825083,-0.0124223602484,9.29555564048e-05,0.2128109013,0.058656511764,0.195398534314,0.176021638028,0.378415845699,-0.832691665702,-0.697617972931,-0.815416415134,-0.631607393424,0.378415845699
2016-12-21,2739,sh600221,3.23,3.34,3.39,3.22,day,2180035.0,23469.04,41.6558861578,1.06270627063,-0.0155763239875,0.000184560036509,-0.598422874805,0.455093625756,0.678960563678,-0.436408676532,2.10276304587,3.62602512858,-0.701178724228,-1.08470634407,-1.06811890132,2.10276304587
2016-12-20,2738,sh600221,3.23,3.23,3.24,3.21,day,432662.0,-566.76,41.5265200517,1.05940594059,-0.00310559006211,3.66288222511e-05,-0.598422874805,-0.635108437721,-0.771725524413,-0.538480395625,-0.68186904672,-0.147243385319,-0.701772182778,-1.12958799889,0.657842244939,-0.68186904672
2016-12-19,2737,sh600221,3.23,3.23,3.25,3.22,day,403486.0,805.18,41.6558861578,1.06270627063,-0.00623052959502,3.41588051985e-05,-0.598422874805,-0.635108437721,-0.67501311854,-0.436408676532,-0.728364228878,0.0681310979498,-0.701178724228,-1.08470634407,0.225347714107,-0.728364228878
2016-12-16,2736,sh600221,3.23,3.23,3.24,3.21,day,276353.0,-1686.01,41.5265200517,1.05940594059,-0.00311526479751,2.3395826108e-05,-0.598422874805,-0.635108437721,-0.771725524413,-0.538480395625,-0.930964722206,-0.322949240094,-0.701772182778,-1.12958799889,0.656503252583,-0.930964722206
2016-12-15,2735,sh600221,3.22,3.22,3.25,3.21,day,497256.0,-2485.7,41.5265200517,1.05940594059,-0.00931677018634,4.20972991325e-05,-0.699827096818,-0.734217716219,-0.67501311854,-0.538480395625,-0.57893136519,-0.448488855912,-0.701772182778,-1.12958799889,-0.201790847303,-0.57893136519
2016-12-14,2734,sh600221,3.25,3.23,3.26,3.22,day,514355.0,-3953.32,41.6558861578,1.06270627063,-0.00928792569659,4.35448869301e-05,-0.395614430779,-0.635108437721,-0.578300712667,-0.436408676532,-0.551682217955,-0.678883697622,-0.701178724228,-1.08470634407,-0.19779874316,-0.551682217955
2016-12-13,2733,sh600221,3.26,3.26,3.27,3.23,day,517540.0,-417.99,41.7852522639,1.06600660066,-0.00308641975309,4.38145265076e-05,-0.294210208766,-0.337780602228,-0.481588306795,-0.334336957438,-0.546606568271,-0.123888674562,-0.700585265679,-1.03982468925,0.660495433495,-0.546606568271
2016-12-12,2732,sh600221,3.33,3.27,3.33,3.24,day,1127919.0,-5087.1,41.91461837,1.06930693069,-0.0181268882175,9.54887292265e-05,0.415619345326,-0.23867132373,0.0986861284415,-0.232265238345,0.426099861347,-0.856870549555,-0.699991807129,-0.994943034424,-1.4211193573,0.426099861347
2016-12-09,2731,sh600221,3.32,3.33,3.34,3.31,day,563699.0,-2365.17,42.8201811125,1.09240924092,-0.00301204819277,4.77223108896e-05,0.314215123313,0.355984347258,0.195398534314,0.482236795308,-0.473047097705,-0.429567411484,-0.695837597282,-0.680771450667,0.670788526449,-0.473047097705
2016-12-08,2730,sh600221,3.33,3.33,3.35,3.32,day,449545.0,-1516.89,42.9495472186,1.09570957096,-0.00604229607251,3.80581236597e-05,0.415619345326,0.355984347258,0.292110940187,0.584308514402,-0.65496411937,-0.296399877432,-0.695244138733,-0.635889795845,0.251399408275,-0.65496411937
2016-12-07,2729,sh600221,3.33,3.34,3.34,3.31,day,571828.0,-973.08,42.8201811125,1.09240924092,0.0,4.84105055914e-05,0.415619345326,0.455093625756,0.195398534314,0.482236795308,-0.460092637335,-0.21102967338,-0.695837597282,-0.680771450667,1.08765879106,-0.460092637335
2016-12-06,2728,sh600221,3.36,3.33,3.37,3.32,day,820010.0,-7884.51,42.9495472186,1.09570957096,-0.0120481927711,6.94213971509e-05,0.719832011365,0.355984347258,0.485535751932,0.584308514402,-0.064587177423,-1.29602294196,-0.695244138733,-0.635889795845,-0.579822267386,-0.064587177423
2016-12-05,2727,sh600221,3.33,3.37,3.39,3.32,day,1072924.0,1520.78,42.9495472186,1.09570957096,-0.00597014925373,9.08328960826e-05,0.415619345326,0.752421461249,0.678960563678,0.584308514402,0.338459247733,0.180469815552,-0.695244138733,-0.635889795845,0.261384594935,0.338459247733
2016-12-02,2726,sh600221,3.38,3.37,3.42,3.35,day,1524515.0,-1979.26,43.3376455369,1.10561056106,-0.0149700598802,0.000129064232482,0.922640455391,0.752421461249,0.969097781296,0.890523671682,1.05811944125,-0.36898519445,-0.693463763084,-0.501244831378,-0.98421138635,1.05811944125
2016-12-01,2725,sh600221,3.35,3.38,3.4,3.34,day,1168627.0,6507.58,43.2082794308,1.10231023102,-0.00595238095238,9.89350362657e-05,0.618427789352,0.851530739747,0.77567296955,0.788451952588,0.490972560665,0.963324366894,-0.694057221634,-0.5461264862,0.263843744328,0.490972560665
2016-11-29,1520,sh600221,3.38,3.41,3.45,3.36,day,2029523.0,6398.78,43.4670116429,1.10891089109,-0.0119402985075,0.000171817809795,0.922640455391,1.14885857524,1.25923499891,0.992595390775,1.86290553089,0.94624436064,-0.692870304535,-0.456363176556,-0.564889601191,1.86290553089
2016-11-28,1519,sh600221,3.36,3.39,3.4,3.35,day,1520953.0,5938.11,43.3376455369,1.10561056106,-0.00302114803625,0.000128762676383,0.719832011365,0.950640018245,0.77567296955,0.890523671682,1.05244300038,0.87392591872,-0.693463763084,-0.501244831378,0.669529099667,1.05244300038
2016-11-25,1518,sh600221,3.32,3.35,3.35,3.31,day,1016467.0,-2537.82,42.8201811125,1.09240924092,0.0,8.60532911767e-05,0.314215123313,0.554202904254,0.292110940187,0.482236795308,0.248488775458,-0.456670932437,-0.695837597282,-0.680771450667,1.08765879106,0.248488775458
2016-11-24,1517,sh600221,3.32,3.33,3.35,3.31,day,890519.0,-1341.58,42.8201811125,1.09240924092,-0.00604229607251,7.53906332477e-05,0.314215123313,0.355984347258,0.292110940187,0.482236795308,0.0477767106629,-0.268878775443,-0.695837597282,-0.680771450667,0.251399408275,0.0477767106629
2016-11-23,1516,sh600221,3.34,3.33,3.36,3.31,day,1039198.0,-172.03,42.8201811125,1.09240924092,-0.00906344410876,8.79776796337e-05,0.517023567339,0.355984347258,0.38882334606,0.482236795308,0.284713137455,-0.0852765574838,-0.695837597282,-0.680771450667,-0.166730283118,0.284713137455
2016-11-22,1515,sh600221,3.32,3.34,3.34,3.31,day,962135.0,1657.09,42.8201811125,1.09240924092,0.0,8.14535870877e-05,0.314215123313,0.455093625756,0.195398534314,0.482236795308,0.161904725656,0.201868488828,-0.695837597282,-0.680771450667,1.08765879106,0.161904725656
2016-11-21,1514,sh600221,3.31,3.32,3.34,3.29,day,813558.0,91.45,42.5614489004,1.08580858086,-0.00606060606061,6.88751759409e-05,0.2128109013,0.25687506876,0.195398534314,0.278093357122,-0.0748691528577,-0.0439140570451,-0.697024514381,-0.770534760312,0.248865288933,-0.0748691528577
2016-11-18,1513,sh600221,3.36,3.31,3.37,3.3,day,1120442.0,-12194.93,42.6908150065,1.08910891089,-0.018018018018,9.48557323283e-05,0.719832011365,0.157765790262,0.485535751932,0.380165076215,0.414184435072,-1.97269574119,-0.696431055832,-0.72565310549,-1.40605162067,0.414184435072
2016-11-17,1512,sh600221,3.36,3.37,3.38,3.33,day,1588500.0,937.79,43.0789133247,1.09900990099,-0.0030487804878,0.000134481151906,0.719832011365,0.752421461249,0.582248157805,0.686380233495,1.16008661394,0.088948925425,-0.694650680183,-0.591008141023,0.665704742734,1.16008661394
2016-11-16,1511,sh600221,3.3,3.37,3.4,3.28,day,2209054.0,10938.02,42.4320827943,1.08250825083,-0.00909090909091,0.000187016762066,0.111406679286,0.752421461249,0.77567296955,0.176021638028,2.14900803116,1.65883854802,-0.697617972931,-0.815416415134,-0.170531462131,2.14900803116
2016-11-15,1510,sh600221,3.31,3.31,3.35,3.3,day,1478725.0,2110.63,42.6908150065,1.08910891089,-0.0122699386503,0.000125187687348,0.2128109013,0.157765790262,0.292110940187,0.380165076215,0.985148012985,0.273067625191,-0.696431055832,-0.72565310549,-0.610512102817,0.985148012985
2016-11-14,1509,sh600221,3.27,3.32,3.35,3.26,day,2128344.0,13943.58,42.1733505821,1.07590759076,-0.00928792569659,0.000180183917388,-0.192805986753,0.25687506876,0.292110940187,-0.0281218001584,2.0203877216,2.13066744137,-0.69880489003,-0.905179724779,-0.19779874316,2.0203877216
2016-11-11,1508,sh600221,3.24,3.27,3.27,3.23,day,1498158.0,8384.28,41.7852522639,1.06600660066,0.0,0.000126832869737,-0.497018652792,-0.23867132373,-0.481588306795,-0.334336957438,1.0161166473,1.25793877623,-0.700585265679,-1.03982468925,1.08765879106,1.0161166473
2016-11-10,1507,sh600221,3.21,3.26,3.26,3.21,day,1291093.0,17985.53,41.5265200517,1.05940594059,0.0,0.000109302910832,-0.801231318831,-0.337780602228,-0.578300712667,-0.538480395625,0.686135673435,2.76519438325,-0.701772182778,-1.12958799889,1.08765879106,0.686135673435
2016-11-09,1506,sh600221,3.21,3.21,3.22,3.19,day,1019162.0,-4608.21,41.2677878396,1.05280528053,-0.003125,8.62814477422e-05,-0.801231318831,-0.833326994717,-0.965150336158,-0.742623833812,0.25278355596,-0.781691834529,-0.702959099877,-1.21935130854,0.655155891526,0.25278355596
2016-11-08,1505,sh600221,3.22,3.22,3.23,3.2,day,744056.0,59.22,41.3971539457,1.05610561056,-0.003125,6.29911916666e-05,-0.699827096818,-0.734217716219,-0.868437930285,-0.640552114718,-0.185628275094,-0.0489736949271,-0.702365641327,-1.17446965371,0.655155891526,-0.185628275094
2016-11-07,1504,sh600221,3.21,3.21,3.22,3.2,day,654080.0,-2025.14,41.3971539457,1.05610561056,-0.003125,5.53738947677e-05,-0.801231318831,-0.833326994717,-0.965150336158,-0.640552114718,-0.329014980258,-0.376187682381,-0.702365641327,-1.17446965371,0.655155891526,-0.329014980258
2016-11-04,1503,sh600221,3.23,3.22,3.24,3.2,day,808753.0,-4217.79,41.3971539457,1.05610561056,-0.00625,6.84683884464e-05,-0.598422874805,-0.734217716219,-0.771725524413,-0.640552114718,-0.0825264516742,-0.720401613559,-0.702365641327,-1.17446965371,0.222652991991,-0.0825264516742
2016-11-03,1502,sh600221,3.22,3.24,3.26,3.2,day,1101781.0,6959.21,41.3971539457,1.05610561056,-0.00625,9.32759068478e-05,-0.699827096818,-0.535999159223,-0.578300712667,-0.640552114718,0.384446068118,1.03422366124,-0.702365641327,-1.17446965371,0.222652991991,0.384446068118
2016-11-02,1501,sh600221,3.22,3.21,3.24,3.2,day,768673.0,-323.96,41.3971539457,1.05610561056,-0.00934579439252,6.50752473899e-05,-0.699827096818,-0.833326994717,-0.771725524413,-0.640552114718,-0.14639836355,-0.109127341952,-0.702365641327,-1.17446965371,-0.20580782437,-0.14639836355
2016-11-01,1500,sh600221,3.23,3.23,3.23,3.21,day,563670.0,-707.58,41.5265200517,1.05940594059,0.0,4.77198557725e-05,-0.598422874805,-0.635108437721,-0.868437930285,-0.538480395625,-0.473093312412,-0.169350062531,-0.701772182778,-1.12958799889,1.08765879106,-0.473093312412
2016-10-31,1499,sh600221,3.22,3.22,3.23,3.2,day,502569.0,-628.7,41.3971539457,1.05610561056,-0.003125,4.25470935046e-05,-0.699827096818,-0.734217716219,-0.868437930285,-0.640552114718,-0.570464512201,-0.156967057997,-0.702365641327,-1.17446965371,0.655155891526,-0.570464512201
2016-10-28,1498,sh600221,3.24,3.21,3.25,3.2,day,605269.0,-2411.41,41.3971539457,1.05610561056,-0.0124223602484,5.12415941661e-05,-0.497018652792,-0.833326994717,-0.67501311854,-0.640552114718,-0.406800706071,-0.436826414142,-0.702365641327,-1.17446965371,-0.631607393424,-0.406800706071
2016-10-27,1497,sh600221,3.25,3.24,3.25,3.22,day,306460.0,-805.52,41.6558861578,1.06270627063,-0.0030959752322,2.59446608832e-05,-0.395614430779,-0.535999159223,-0.67501311854,-0.436408676532,-0.882985888601,-0.184725207867,-0.701178724228,-1.08470634407,0.65917294632,-0.882985888601
2016-10-26,1496,sh600221,3.27,3.24,3.27,3.23,day,453860.0,-1397.26,41.7852522639,1.06600660066,-0.00923076923077,3.84234281422e-05,-0.192805986753,-0.535999159223,-0.481588306795,-0.334336957438,-0.648087689735,-0.27761971982,-0.700585265679,-1.03982468925,-0.189888235257,-0.648087689735
