-0.399437222,-0.652114857,0.305017812,-0.603202386,-1.043081185,-0.419507127,-0.425462466,-0.396762238,-0.519573985,-0.964856353,-1
-0.463647829,-0.78360232,0.633409539,-0.610864966,-1.061864636,-0.481398247,-0.468198226,-0.301135877,-0.523766392,-0.979229366,1
-0.551937414,-0.952320604,0.238115227,-0.621401013,-1.087691882,-0.566105513,-0.515861597,-0.405451267,-0.529504329,-0.998900985,1
-0.576016392,-0.321571521,-0.708389352,-0.62427448,-1.094735677,-0.589128514,-0.29640168,-0.136930706,-0.53106387,-1.004247631,1
-0.367331918,-0.578611633,0.756426972,-0.599371097,-1.033689459,-0.388471302,-0.399438761,-0.242651331,-0.517471667,-0.957648885,-1
-0.407463548,-0.950330045,-0.102757457,-0.604160209,-1.045429116,-0.42725668,-0.51534626,-0.392996522,-0.520098928,-0.966656037,1
-0.238910704,-0.526082999,0.128183888,-0.584045937,-0.996122556,-0.263726244,-0.379903517,-0.411795369,-0.509021634,-0.928679265,-1
-0.399437222,-1.137958636,0.21876247,-0.603202386,-1.043081185,-0.419507127,-0.558988814,-0.407283488,-0.519573985,-0.964856353,1
-0.407463548,-1.172166757,0.058499999,-0.604160209,-1.045429116,-0.42725668,-0.565870951,-0.410708888,-0.520098928,-0.966656037,1
-0.431542526,-0.677033703,-0.429293042,-0.607033676,-1.05247291,-0.450482775,-0.433937614,-0.292127041,-0.521672227,-0.972049847,1
-0.367331918,-0.784228977,0.043988341,-0.599371097,-1.033689459,-0.388471302,-0.468390176,-0.409984003,-0.517471667,-0.957648885,-1
-0.55996374,-0.516793725,0.08695309,-0.622358835,-1.090039814,-0.573783608,-0.376367539,-0.411631278,-0.530024431,-1.000684074,1
-0.640226999,0.951722548,0.207020479,-0.63193706,-1.113519128,-0.650357697,0.489966168,-0.408246156,-0.535211439,-1.018466921,1
-0.744569236,0.225684682,-0.342578028,-0.644388751,-1.144042237,-0.749341743,-0.014693811,-0.327400905,-0.541916462,-1.041454046,1
-0.792727191,0.750786703,0.558587801,-0.650135686,-1.158129826,-0.79481231,0.335355583,-0.330666392,-0.544996566,-1.052013703,1
-0.60009537,0.04056272,0.067140662,-0.627147947,-1.101779471,-0.612117665,-0.119482003,-0.411058864,-0.532621119,-1.009586415,-1
-0.664305977,0.534479321,-1.405170055,-0.634810527,-1.120562922,-0.673256584,0.181698906,0.528023915,-0.536762573,-1.023784744,1
-0.359305593,-0.534819341,1.197874641,-0.598413274,-1.031341527,-0.380702944,-0.383206718,0.068911722,-0.516945451,-0.955844834,-1
-0.576016392,2.56237946,-0.363757834,-0.62427448,-1.094735677,-0.589128514,2.142515824,-0.319351854,-0.53106387,-1.004247631,1
-0.327200289,1.597990617,0.426854063,-0.594581984,-1.021949802,-0.349591899,1.064778479,-0.371554265,-0.514838038,-0.948619898,-1
-0.262989682,3.178973459,-5.141689302,-0.586919405,-1.00316635,-0.287189282,2.969634967,10.85411939,-0.510610983,-0.9341281,-1
0.652011471,-1.22016134,0.045658287,-0.477727646,-0.735502165,0.628202055,-0.574967979,-0.410076172,-0.448603817,-0.721546215,-1
0.499511279,0.115319259,0.329258216,-0.495926273,-0.780112862,0.472242524,-0.078334541,-0.392712359,-0.45916827,-0.757764792,1
0.451353323,-0.157461012,-1.160077806,-0.501673207,-0.794200451,0.423274221,-0.220828273,0.248947469,-0.462485305,-0.76913673,1
0.395169042,0.290635876,0.721451199,-0.457566119,-0.560901444,0.366315661,0.024372045,-0.260536076,-0.436792499,-0.576759194,1
0.250695176,-0.372883701,0.758585683,-0.475230355,-0.605245331,0.220697016,-0.318465665,-0.241514767,-0.447146943,-0.613988773,1
0.234642524,-0.387886616,-0.263590153,-0.477193048,-0.61017243,0.204592387,-0.324775944,-0.354190086,-0.448292088,-0.618106162,1
0.314905783,-1.142492687,0.020940756,-0.467379583,-0.585536937,0.285265974,-0.559920048,-0.40847946,-0.442555665,-0.597480756,-1
0.170431917,-0.470752839,-0.090212495,-0.485043819,-0.629880824,0.140324311,-0.358481228,-0.3951358,-0.452861971,-0.634537254,1
0.306879457,-0.873251187,-0.577417854,-0.46836093,-0.588000486,0.27718169,-0.494528143,-0.217676894,-0.443130511,-0.599547623,-1
0.250695176,-0.735681462,-0.031042867,-0.475230355,-0.605245331,0.220697016,-0.453190224,-0.40349422,-0.447146943,-0.613988773,1
0.403195368,-0.896326924,0.355948263,-0.456584772,-0.558437895,0.374441315,-0.500937116,-0.387698468,-0.436214712,-0.574681749,-1
0.387142716,-1.002600643,-0.207940795,-0.458547465,-0.563364993,0.358193767,-0.528506435,-0.370006188,-0.437370019,-0.578835677,1
0.563721886,-1.163246105,0.376546206,-0.436957843,-0.509166909,0.537744211,-0.564108203,-0.383431511,-0.424602802,-0.532930928,-1
0.467405975,-0.761263827,0.183949619,-0.448734001,-0.5387295,0.439581945,-0.46128312,-0.409809852,-0.431582785,-0.558027575,1
0.24266885,-0.395185332,-0.221992782,-0.476211701,-0.60770888,0.212642821,-0.327822757,-0.366251019,-0.447719649,-0.616047948,1
0.37911639,1.408297742,-0.792067041,-0.459528812,-0.565828543,0.350075635,0.883793778,-0.078011914,-0.437947272,-0.580911199,-1
0.611879841,0.143150219,-2.124945975,-0.431069765,-0.494385613,0.587028438,-0.062611496,1.631024996,-0.421098369,-0.52033068,-1
0.724248404,0.310467739,-0.990953565,-0.417330915,-0.459895923,0.702551509,0.036538332,0.084961819,-0.412883919,-0.490795483,-1
1.253985913,-1.129701504,-0.282785807,-0.352562049,-0.29730167,1.25708933,-0.557277951,-0.348148171,-0.373452633,-0.349019616,-1
1.310170195,-0.59700587,-0.634911718,-0.345692624,-0.280056825,1.316864885,-0.406094771,-0.183954965,-0.369202198,-0.333737104,-1
1.462670387,-0.522433642,-0.02067989,-0.327047042,-0.233249389,1.480041787,-0.378517297,-0.404664051,-0.357599247,-0.292018495,-1
1.294117543,-0.031207981,0.340075045,-0.347655317,-0.284983924,1.29976735,-0.157496677,-0.39075042,-0.370417945,-0.338108344,1
0.997143485,-0.410999215,0.588693382,-0.383965135,-0.376135247,0.98617652,-0.334372425,-0.319333761,-0.392716315,-0.418282518,1
1.133591025,-0.745007598,-0.815690671,-0.367282246,-0.33425491,1.129619422,-0.456161987,-0.060343667,-0.382516582,-0.3816092,-1
1.406486106,-0.406612613,0.491656123,-0.333916467,-0.250494234,1.419766019,-0.332562716,-0.353210889,-0.36188525,-0.307428894,-1
1.366354476,-0.544661548,-0.249957108,-0.338823199,-0.26281198,1.376824729,-0.38690215,-0.358298498,-0.364938658,-0.318407476,1
1.422538757,-0.145738833,0.454830027,-0.331953774,-0.245567135,1.436968862,-0.215138274,-0.364055616,-0.360662015,-0.303030731,-1
1.366354476,0.277070587,-1.613529305,-0.338823199,-0.26281198,1.376824729,0.016114283,0.803831763,-0.364938658,-0.318407476,1
1.366354476,-0.577690078,-0.348658495,-0.338823199,-0.26281198,1.376824729,-0.399102773,-0.325127588,-0.364938658,-0.318407476,-1
1.438591409,-0.17519173,-1.485827876,-0.329991081,-0.240640037,1.454186749,-0.229360886,0.630588229,-0.35943771,-0.298628721,-1
1.695433838,-0.877416616,0.061036921,-0.298587995,-0.161806459,1.73171893,-0.495696189,-0.410817961,-0.339703347,-0.227673479,-1
1.663328534,-0.961757326,0.237364624,-0.30251338,-0.171660657,1.696816791,-0.518289406,-0.405528029,-0.342185118,-0.236596731,1
1.599117927,-0.813165803,-0.305426089,-0.310364152,-0.191369051,1.627193041,-0.4771326,-0.3406355,-0.347135825,-0.254397081,1
1.67135486,-0.691815445,-0.290931886,-0.301532034,-0.169197107,1.705536684,-0.438881923,-0.345493262,-0.341565077,-0.23436736,-1
1.751618119,-0.867869306,0.159744127,-0.29171857,-0.144561614,1.792942472,-0.493011708,-0.41098344,-0.33534995,-0.212020767,-1
1.759644445,0.491461135,-0.650488185,-0.290737223,-0.142098065,1.801703736,0.152720264,-0.174354393,-0.334726967,-0.209780819,-1
1.558986298,0.235858649,-0.120108606,-0.315270884,-0.203686797,1.58380043,-0.008653453,-0.389825956,-0.350221325,-0.26549105,1
1.67135486,1.34824922,-1.433326396,-0.301532034,-0.169197107,1.705536684,0.8286257,0.563224182,-0.341565077,-0.23436736,-1
1.880039334,0.842462991,-2.197690462,-0.276017026,-0.105144826,1.933574021,0.404477595,1.766027967,-0.325350122,-0.176066213,-1
2.257276651,-0.747919712,-0.855164243,-0.229893743,0.010641991,2.352247368,-0.457084881,-0.029804709,-0.295579693,-0.069026126,-1
2.241223999,-0.461021219,0.958490466,-0.231856436,0.005714892,2.334262236,-0.354623749,-0.119780013,-0.296858555,-0.073624293,1
2.241223999,-0.247883986,0.063928779,-0.231856436,0.005714892,2.334262236,-0.263411956,-0.410935888,-0.296858555,-0.073624293,-1
