quote_time,id_tb_StockXPeriodRecords,stock_code,open_price,high_price,low_price,close_price,period,trading_volumn,Capital,PE_TTM,PB,nor_open_price,nor_high_price,nor_low_price,nor_close_price,nor_trading_volumn,nor_Capital,nor_PE_TTM,nor_PB
2016-12-05,1849,sz300226,45.8,46.25,47.08,45.8,day,26002.0,-1283.37,-86.9730345613,14.9185667752,-0.0572671417576,0.0192136634148,0.00189532266305,0.0734051286115,-0.480839184888,-0.182871640688,-0.928498640575,-0.275883307115
2016-12-02,1848,sz300226,49.0,47.07,49.09,46.0,day,64475.0,-6354.81,-87.3528294721,14.983713355,0.428672509674,0.143450462318,0.294158417739,0.105227474888,0.743961324616,-1.2221572046,-0.931007459629,-0.258500792472
2016-12-01,1847,sz300226,49.5,49.0,49.5,48.62,day,45230.0,-2152.36,-92.3281428029,15.8371335505,0.50460058021,0.435861464613,0.353774272953,0.522100211105,0.13129046959,-0.360952967133,-0.963872989232,-0.030789850658
2016-11-30,1846,sz300226,49.2,49.46,50.39,48.91,day,43471.0,-1274.78,-92.8788454235,15.9315960912,0.459043737888,0.505555278632,0.483184300126,0.568242613205,0.0752921305936,-0.181111299839,-0.96751077686,-0.00558520442667
2016-11-29,1845,sz300226,49.59,49.21,50.1,48.9,day,40045.0,-607.05,-92.8598556779,15.9283387622,0.518267632907,0.467678205796,0.441016987901,0.566651495891,-0.0337756973783,-0.0442740012424,-0.967385335908,-0.00645433015878
2016-11-28,1844,sz300226,50.2,49.64,50.49,49.45,day,30462.0,-1386.92,-93.9042916825,16.1074918567,0.610899878961,0.532826771074,0.497724752617,0.65416294815,-0.338853629502,-0.204092047543,-0.974284588305,0.0413475851076
2016-11-25,1843,sz300226,49.5,50.08,50.18,48.5,day,35336.0,702.62,-92.1002658564,15.7980456026,0.50460058021,0.599490419266,0.452649349894,0.503006803339,-0.183688249019,0.224115474822,-0.9623676978,-0.0412193594434
2016-11-24,1842,sz300226,50.18,49.41,50.63,49.3,day,42039.0,-3294.36,-93.6194454994,16.0586319218,0.607862756139,0.497979864065,0.518081386105,0.630296188443,0.0297039433035,-0.594981983348,-0.972402974015,0.0283106991258
2016-11-22,320,sz300226,49.45,50.85,50.95,49.27,day,41593.0,2030.97,-93.5624762628,16.0488599349,0.497007773156,0.716151803601,0.564610834077,0.625522836502,0.0155053877649,0.496333026214,-0.972026651157,0.0257033219295
2016-11-21,319,sz300226,49.47,49.43,49.7,48.92,day,25493.0,-570.33,-92.897835169,15.9348534202,0.500044895978,0.501010029892,0.382855177936,0.569833730519,-0.497043365985,-0.0367490052044,-0.967636217813,-0.00471607869455
2016-11-18,318,sz300226,50.23,49.4,50.52,49.33,day,36326.0,-1702.4,-93.676414736,16.0684039088,0.615455563193,0.496464781151,0.502086888365,0.635069540385,-0.152171275962,-0.268743075595,-0.972779296873,0.0309180763222
2016-11-17,317,sz300226,50.3,50.24,51.46,50.17,day,45706.0,-1614.51,-95.2715533612,16.342019544,0.626085493068,0.623731745881,0.638767141783,0.768723394744,0.146444084919,-0.250731858226,-0.983316336899,0.10392463782
2016-11-16,316,sz300226,50.81,50.72,51.75,50.5,day,59349.0,-1256.64,-95.8982149639,16.4495114007,0.703532125015,0.696455725726,0.680934454008,0.8212302661,0.580773441901,-0.177393886219,-0.987455888337,0.13260578698
2016-11-15,315,sz300226,49.8,51.18,51.4,49.4,day,67121.0,4103.1,-93.8093429548,16.0912052117,0.550157422532,0.766149539745,0.630042870288,0.646207361581,0.828197598059,0.920972733192,-0.973657383542,0.037001956447
2016-11-14,314,sz300226,49.3,49.79,50.9,49.29,day,48955.0,48.57,-93.6004557539,16.0553745928,0.474229351996,0.555553014776,0.557340607832,0.62870507113,0.249877060132,0.0900816061225,-0.972277533062,0.0274415733937
2016-11-11,313,sz300226,49.26,49.57,49.63,48.5,day,49461.0,2388.31,-92.1002658564,15.7980456026,0.468155106353,0.52222119068,0.372676861192,0.503006803339,0.26598573525,0.569562385806,-0.9623676978,-0.0412193594434
2016-11-10,312,sz300226,49.5,49.25,49.79,48.87,day,31790.0,-845.93,-92.8028864413,15.9185667752,0.50460058021,0.473738537449,0.395941585178,0.56187814395,-0.296576316149,-0.0932274613067,-0.96700901305,-0.00906170735513
