quote_time,nor_close_price,nor_trading_volumn,nor_Capital,nor_PE_TTM,nor_PB,Label
2017-5-5,-1.708705145,-0.946219798,-0.040805101,1.356088524,-0.862106031,1
2017-5-4,-1.62233712,-0.881566724,0.044855894,1.387087953,-0.853846322,-1
2017-5-3,-1.588313353,-0.970023081,-0.003000737,1.399299849,-0.850592497,-1
2017-4-28,-1.605325236,-0.922239867,-0.045950863,1.393193901,-0.852219409,1
2017-4-27,-1.762358009,-0.457236769,0.527236452,1.336831303,-0.867237063,1
2017-4-26,-1.749271944,-1.025821686,0.026975756,1.341528186,-0.865985591,-1
2017-4-25,-1.778061286,-0.989432252,0.171809552,1.331195043,-0.868738828,1
2017-4-24,-1.800307596,-1.020146878,-0.05486926,1.323210341,-0.870866329,1
2017-4-21,-1.674681378,-0.944872859,-0.14212877,1.36830042,-0.858852206,-1
2017-4-20,-1.693001868,-0.787258912,0.159988862,1.361724783,-0.860604266,1
2017-4-19,-1.710013751,-0.871166589,-0.061714095,1.355618835,-0.862231178,1
2017-4-18,-1.592239172,-0.905899951,-0.170648916,1.397890784,-0.850967938,-1
2017-4-17,-1.500636721,-0.951364663,-0.104969361,1.430768966,-0.84220764,-1
2017-4-14,-1.382862142,-0.824067885,-0.0575479,1.473040915,-0.830944401,-1
2017-4-13,-1.378936323,-0.850498803,0.059899621,1.47444998,-0.830568959,-1
2017-4-12,-1.395948206,-0.847672439,0.127292118,1.468344031,-0.832195872,1
2017-4-11,-1.407725664,-0.812629943,0.023532534,1.464116837,-0.833322196,1
2017-4-10,-1.369776078,-0.615248173,-0.416691954,1.477737798,-0.829692929,-1
2017-4-7,-1.134226919,-0.999567416,0.037340099,1.562281695,-0.80716645,-1
2017-4-6,-1.080574055,-0.914599852,-0.042939344,1.581538916,-0.802035418,-1
2017-4-5,-1.063562171,-0.897553345,-0.114761567,1.587644864,-0.800408506,-1
2017-3-31,-1.170867899,-0.952380388,0.037858489,1.549130422,-0.810670569,1
2017-3-30,-1.173485112,-0.832701543,-0.040895256,1.578264063,-0.801852695,1
2017-3-29,-1.051784713,-0.87280058,0.106599842,1.622684968,-0.789990908,-1
2017-3-28,-0.987662998,-1.054769835,-9.84E-05,1.646089531,-0.78374115,-1
2017-3-27,-0.968033901,-0.894749062,-0.279679093,1.653254193,-0.781827958,-1
2017-3-24,-0.962799476,-0.970884239,0.003419329,1.655164769,-0.781317774,-1
2017-3-23,-1.01645234,-0.838641323,-0.092210713,1.63558136,-0.786547164,1
2017-3-22,-0.856802354,-0.806955135,-0.054449694,1.693853945,-0.77098654,-1
2017-3-21,-0.728558923,-0.990580462,0.092565157,1.740663071,-0.758487023,-1
2017-3-20,-0.757348265,-0.818503481,-0.215289446,1.7301549,-0.761293037,1
2017-3-17,-0.676214666,-0.518047754,0.00400707,1.759768836,-0.753385179,-1
2017-3-16,-0.686683517,-0.820402444,-0.02948373,1.755947683,-0.754405547,1
2017-3-15,-0.74818802,-0.790526895,0.127221035,1.733498409,-0.760400214,1
2017-3-14,-0.770434329,-0.862312121,-0.189220819,1.725378458,-0.762568498,1
2017-3-13,-0.814926948,-0.805056171,-0.047077799,1.709138557,-0.766905065,1
2017-3-10,-0.706312614,-0.902035782,-0.132463128,1.748783021,-0.756318739,-1
2017-3-9,-0.71154704,-0.81620706,0.048640665,1.746872445,-0.756828923,1
2017-3-8,-0.664437208,-0.79816691,-0.347485957,1.764067634,-0.752237264,-1
2017-3-7,-0.596389673,-0.724858097,-0.064009577,1.788905129,-0.745604867,-1
2017-3-6,-0.617327376,-0.66400295,0.023163246,1.781262823,-0.747645604,1
2017-3-3,-0.732484743,-0.70050279,0.151810775,1.739230138,-0.758869661,1
2017-3-2,-0.70762122,-0.786949778,-0.076530701,1.748305377,-0.756446285,-1
2017-3-1,-0.59769828,-0.726403765,-0.255104957,1.788427485,-0.745732413,-1
2017-2-28,-0.602932705,-0.693966823,-0.09900527,1.786516908,-0.746242597,1
2017-2-27,-0.61601877,-0.412942347,-0.142830938,1.781740467,-0.747518058,1
2017-2-24,-0.741644988,0.157254481,0.08837989,1.735886629,-0.759762483,1
2017-2-23,-0.809692522,-0.561193964,0.176475067,1.711049134,-0.766394881,1
2017-2-22,-0.879048664,-0.721148494,0.036769696,1.685733994,-0.773154824,1
2017-2-21,-0.988971604,-0.570953752,0.223919066,1.645611887,-0.783868696,1
2017-2-20,-1.07141381,-0.898767798,-0.03302751,1.615520306,-0.7919041,1
2017-2-17,-1.03084701,-0.692951099,-0.25685084,1.630327274,-0.787950171,-1
2017-2-16,-0.909146612,-0.931977574,-0.049047336,1.674748179,-0.776088384,-1
2017-2-15,-0.884283089,-0.650467317,-0.063870877,1.683823418,-0.773665008,-1
2017-2-14,-0.858110961,-0.806314787,-0.211308762,1.693376301,-0.771114086,-1
2017-2-13,-0.953639231,-0.362001555,0.141756774,1.658508278,-0.780424951,1
2017-2-10,-0.944478986,-0.925816984,-0.054264183,1.661851787,-0.779532128,-1
2017-2-9,-0.983737179,-0.699862441,0.105616808,1.647522463,-0.783358511,1
2017-2-8,-1.084499874,-0.882803259,0.128347971,1.610743864,-0.793179561,1
2017-2-7,-1.055710533,-0.89651554,-0.181972021,1.621252035,-0.790373547,-1
2017-2-6,-1.051784713,-0.981284375,-0.045827767,1.622684968,-0.789990908,-1
2017-2-3,-1.062253565,-1.084888275,0.01157141,1.618863815,-0.791011277,1
2017-1-26,-1.042624468,-0.983095014,0.03878431,1.626028477,-0.789098086,-1
2017-1-25,-1.104128971,-1.021758788,0.106986468,1.603579202,-0.795092752,1
2017-1-24,-1.062253565,-0.970641348,-0.098388056,1.618863815,-0.791011277,-1
2017-1-23,-0.983737179,-0.923807616,-0.110156733,1.647522463,-0.783358511,-1
2017-1-20,-1.081882661,-0.726116712,0.264558107,1.611699153,-0.792924469,1
2017-1-19,-1.214051912,-0.723422834,-0.387162767,1.563457094,-0.805806624,1
2017-1-18,-1.147312983,-0.961941447,0.037265548,1.587816945,-0.799301773,-1
2017-1-17,-1.278173627,-0.595286979,-0.06735571,1.540052531,-0.812056383,1
2017-1-16,-1.279482233,-0.604980523,-0.381711865,1.539574887,-0.812183929,1
2017-1-13,-0.913072431,-0.858403789,-0.187839022,1.673315247,-0.776471022,-1
2017-1-12,-0.780903181,-0.827203382,0.052340482,1.721557305,-0.763588866,-1
2017-1-11,-0.770434329,-0.892033103,0.065118201,1.725378458,-0.762568498,-1
2017-1-10,-0.695843762,-0.975852456,-0.050767214,1.752604174,-0.75529837,-1
2017-1-9,-0.720707285,-1.000141521,-0.024504407,1.743528936,-0.757721746,1
2017-1-6,-0.676214666,-0.865580104,-0.219594341,1.759768836,-0.753385179,-1
2017-1-5,-0.574143364,-0.711742002,-0.077395841,1.797025079,-0.743436583,-1
2017-1-4,-0.831938832,-0.252038336,0.179692902,1.702929184,-0.768563164,1
2017-1-3,-0.839790471,-1.028294755,-0.06561156,1.700063319,-0.769328441,1
2016-12-30,-0.864653993,-1.045584152,0.04036202,-0.807869016,-0.761740902,1
2016-12-29,-0.873814238,-1.012065244,0.051693794,-0.806856947,-0.762651174,1
2016-12-28,-0.871197025,-1.082680178,0.048529705,-0.80714611,-0.762391096,-1
2016-12-27,-0.852876535,-1.092969909,0.055778503,-0.809170247,-0.760570552,-1
2016-12-26,-1.01645234,-0.848533597,-0.048766469,-0.791097593,-0.776825409,1
2016-12-23,-0.846333503,-0.970111405,-0.150615464,-0.809893153,-0.759920358,-1
2016-12-22,-0.754731052,-1.006589164,-0.116288998,-0.820013839,-0.750817638,-1
2016-12-21,-0.727250317,-0.858138818,-0.094745452,-0.823050045,-0.748086822,-1
2016-12-20,-0.767817116,-0.855754073,-0.079167731,-0.818568027,-0.752118027,1
2016-12-19,-0.753422446,-0.984574439,-0.205292658,-0.82015842,-0.7506876,-1
2016-12-16,-0.791372032,-0.6952696,-0.163717394,-0.815965565,-0.754458726,1
2016-12-15,-0.865962599,-0.7837922,-0.040635194,-0.807724435,-0.761870941,1
2016-12-14,-0.845024896,-0.912016379,-0.172263035,-0.810037734,-0.759790319,-1
2016-12-13,-0.885591696,-0.60398688,-0.141997006,-0.805555716,-0.763821524,1
2016-12-12,-0.672288847,-0.38059373,-0.616104121,-0.829122457,-0.742625191,-1
2016-12-9,-0.223436839,-0.686061837,-0.181216107,-0.878713819,-0.698021864,-1
2016-12-8,-0.161932336,-0.577114342,-0.361652407,-0.885509137,-0.691910038,-1
2016-12-7,-0.099119227,-0.874677463,-0.025123355,-0.892449036,-0.685668173,-1
2016-12-6,-0.099119227,-0.974063898,0.004646823,-0.892449036,-0.685668173,-1
2016-12-5,-0.126599962,-0.724129425,-0.179726818,-0.88941283,-0.688398988,1
2016-12-2,-0.100427833,0.125391645,-1.058986444,-0.892304455,-0.685798211,-1
2016-12-1,0.242427053,-0.299556578,-0.330387739,-0.930184737,-0.651728032,-1
2016-11-30,0.28037664,-0.338397,-0.178237529,-0.934377593,-0.647956905,-1
2016-11-29,0.279068033,-0.414046396,-0.062470009,-0.934233012,-0.648086944,1
2016-11-28,0.351041387,-0.625648309,-0.197679773,-0.942184979,-0.640934807,-1
2016-11-25,0.226723776,-0.518025673,0.164593695,-0.928449762,-0.653288498,1
2016-11-24,0.331412291,-0.370016946,-0.5283817,-0.940016261,-0.64288539,-1
2016-11-22,0.327486472,-0.379865058,0.39489604,-0.939582517,-0.643275506,1
2016-11-21,0.281685246,-0.735368637,-0.056103689,-0.934522174,-0.647826866,1
2016-11-18,0.33533811,-0.496165515,-0.252376038,-0.940450005,-0.642495273,-1
2016-11-17,0.445261051,-0.289046038,-0.237138132,-0.952594828,-0.631572009,-1
2016-11-16,0.488445063,0.012204604,-0.175092511,-0.957366009,-0.627280727,-1
2016-11-15,0.344498355,0.183817885,0.754151054,-0.941462073,-0.641585001,1
2016-11-14,0.330103684,-0.217304974,0.051197942,-0.93987168,-0.643015428,1
2016-11-11,0.226723776,-0.206132004,0.456849772,-0.928449762,-0.653288498,1
2016-11-10,0.275142214,-0.596324784,-0.103885769,-0.933799268,-0.64847706,-1
2016-11-9,0.180922551,-0.268974438,-0.632085805,-0.923389419,-0.657839858,1
2016-11-8,0.409928677,-0.49925685,0.006976979,-0.948691135,-0.635083058,-1
2016-11-7,0.383756548,-0.255637534,-0.49218452,-0.94579951,-0.637683835,1
2016-11-4,0.383756548,0.101610442,0.469022413,-0.94579951,-0.637683835,-1
2016-11-3,0.174379518,-0.044543483,0.535825437,-0.922666513,-0.658490052,1
2016-11-2,0.226723776,-0.381565292,-0.686946776,-0.928449762,-0.653288498,-1
2016-11-1,0.307857375,-0.709600148,-0.113471659,-0.937413799,-0.645226089,-1
2016-10-31,0.233266808,-0.631389361,-0.336419447,-0.929172669,-0.652638304,1
2016-10-28,0.35758442,-0.110985114,-0.915766767,-0.942907885,-0.640284612,-1
2016-10-27,0.515925799,-0.520101284,0.229076965,-0.960402214,-0.624549911,-1
2016-10-26,0.485827851,-0.20763351,-0.804789591,-0.957076846,-0.627540805,1
2016-10-25,0.556492598,0.389215047,0.601824002,-0.964884233,-0.620518707,-1
2016-10-24,0.399459826,-0.062760281,0.019355936,-0.947534485,-0.636123369,1
2016-10-21,0.398151219,0.161935646,0.373555342,-0.947389904,-0.636253408,1
2016-10-20,0.370670484,-0.522397704,-0.117362188,-0.944353698,-0.638984224,1
2016-10-19,0.379830729,-0.454962429,-0.380642143,-0.945365766,-0.638073952,-1
2016-10-18,0.306548769,0.041969749,-0.363394823,-0.937269217,-0.645356128,1
2016-10-17,0.35758442,0.054070119,-0.972394426,-0.942907885,-0.640284612,-1
2016-10-14,0.612762675,-0.24437624,-0.962406307,-0.971101226,-0.614927036,-1
2016-10-13,0.741006106,-0.058057035,-0.196993209,-0.985270186,-0.602183228,-1
2016-10-12,0.878409782,-0.12070074,-0.539845238,-1.000451215,-0.588529149,-1
2016-10-11,0.819522492,0.227449877,-0.265859392,-0.99394506,-0.594380897,1
2016-10-10,0.56696145,0.621484746,0.404825212,-0.966040882,-0.619478396,1
2016-9-30,0.514617192,-0.229140372,-0.213026906,-0.960257633,-0.62467995,1
2016-9-29,0.645477836,0.215371588,-1.045775288,-0.536417488,-0.448364111,-1
2016-9-28,0.6585639,0.210359208,-0.414443284,-0.537015528,-0.446747839,-1
2016-9-27,0.6585639,0.363799853,-0.755006766,-0.537015528,-0.446747839,-1
2016-9-26,0.700439306,0.483920317,-0.379803009,-0.538929256,-0.441575767,-1
2016-9-23,0.692587668,1.743087499,0.362034591,-0.538570432,-0.442545531,1
2016-9-22,0.201860254,2.60610004,6.81653542,-0.516143931,-0.503155745,1
2016-9-21,0.14820739,0.157872748,-0.979171645,-0.513691967,-0.509782462,1
2016-9-20,0.368053271,-0.250293939,-0.818236536,-0.523739039,-0.482629086,-1
2016-9-19,0.408620071,-0.191381918,0.068674117,-0.525592963,-0.477618641,-1
2016-9-14,0.358893026,-0.328902184,-0.594614321,-0.523320411,-0.483760477,1
2016-9-13,0.419088922,0.499862776,0.582556866,-0.526071396,-0.476325624,-1
2016-9-12,0.136429932,0.015781721,0.327793078,-0.513153731,-0.511237107,1
2016-9-9,0.200551647,-0.116152061,0.42429693,-0.516084127,-0.503317373,-1
2016-9-8,0.174379518,-0.203614774,0.113120467,-0.514888047,-0.506549917,1
2016-9-7,0.161293454,-0.569915947,-0.427162055,-0.514290007,-0.50816619,1
2016-9-6,0.116800835,-0.359815539,-0.197983179,-0.512256671,-0.513661516,1
2016-9-5,0.174379518,-0.766348235,-0.313088407,-0.514888047,-0.506549917,-1
2016-9-2,0.197934434,-0.769152518,-0.101000813,-0.515964519,-0.503640627,-1
2016-9-1,0.228032382,-0.496386324,-0.206317303,-0.517340011,-0.499923201,-1
2016-8-31,0.174379518,-0.547305036,-0.227784564,-0.514888047,-0.506549917,1
2016-8-30,0.331412291,-0.757030067,-0.142744251,-0.522064527,-0.487154649,-1
2016-8-29,0.396842613,-0.709555986,-0.251139876,-0.525054727,-0.479073287,-1
2016-8-26,0.440026625,-0.749743347,-0.146563696,-0.52702826,-0.473739588,-1
2016-8-25,0.35758442,-0.549822266,-0.251261239,-0.523260607,-0.483922104,1
2016-8-24,0.501531128,-0.340538854,-0.435002061,-0.529839048,-0.466143107,-1
2016-8-23,0.470124573,-0.315587361,0.324878649,-0.528403752,-0.470022161,1
2016-8-22,0.458347115,-0.679415465,-0.109787445,-0.527865516,-0.471476806,1
2016-8-19,0.496296702,-0.393820229,-0.463718121,-0.529599832,-0.466789616,-1
2016-8-18,0.655946687,-0.222891459,-0.566988789,-0.53689592,-0.447071093,-1
2016-8-17,0.714833977,-0.126574278,0.233029909,-0.5395871,-0.439797867,-1
2016-8-16,0.720068403,-0.461211343,-0.049149628,-0.539826316,-0.439151358,-1
2016-8-15,0.404694251,0.517461307,0.812422306,-0.525413551,-0.478103523,1
2016-8-12,0.3942254,-0.455470291,-0.015468115,-0.524935119,-0.479396541,1
2016-8-11,0.501531128,-0.425616823,-0.382490318,-0.529839048,-0.466143107,-1
2016-8-10,0.691279061,-0.353964083,-0.22405354,-0.538510628,-0.442707158,-1
2016-8-9,0.620614314,-0.5236784,0.176849556,-0.535281212,-0.451435029,1
2016-8-8,0.429557774,-0.633133757,-0.078652808,-0.526549828,-0.475032606,1
2016-8-5,0.553875385,-0.545869773,-0.334699569,-0.532231208,-0.459678018,-1
2016-8-4,0.56303563,-0.436304011,0.146424022,-0.532649836,-0.458546627,-1
2016-8-3,0.582664727,-0.722981215,-0.215129941,-0.533546896,-0.456122219,-1
2016-8-2,0.573504482,-0.457457578,-0.039054016,-0.533128268,-0.457253609,1
2016-8-1,0.161293454,-0.450744964,-0.18009784,-0.514290007,-0.50816619,1
2016-7-29,0.548640959,-0.426323414,-0.412976534,-0.531991992,-0.460324527,-1
2016-7-28,0.692587668,-0.02257292,0.250887508,-0.538570432,-0.442545531,-1
2016-7-27,0.809053641,0.834301112,-1.628558895,-0.543892988,-0.428160706,-1
2016-7-26,1.316792938,-0.170184189,0.000428615,-0.567096942,-0.365449337,-1
2016-7-25,1.273608926,-0.15538994,-0.406865074,-0.565123409,-0.370783036,1
2016-7-22,1.548416278,-0.113921883,0.043541713,-0.57768225,-0.336841316,-1
2016-7-21,1.670116676,0.315795829,-0.568720802,-0.583244022,-0.321809983,-1
2016-7-20,1.600760535,0.860886597,0.49916708,-0.58007441,-0.330376226,1
2016-7-19,1.45943104,1.235953914,1.362892328,-0.573615578,-0.347831968,1
2016-7-18,1.07731796,0.64349947,0.429328265,-0.556152809,-0.395027122,1
2016-7-15,1.295855235,0.057868046,-0.700438799,-0.566140078,-0.368035373,-1
2016-7-14,1.375680228,1.152046237,-0.197934634,-0.569788122,-0.358176111,-1
2016-7-13,0.960851987,2.414039783,7.487915257,-0.550830253,-0.409411946,1
2016-7-12,0.523777437,0.785634659,-0.652257956,-0.530855716,-0.463395444,1
2016-7-11,0.841768801,0.917965899,-1.249950058,-0.545388088,-0.424120025,-1
2016-7-8,1.20948721,0.470627574,-1.294869721,-0.562193013,-0.378702771,-1
2016-7-7,1.168920411,1.674857309,0.469103899,-0.560339089,-0.383713215,1
2016-7-6,0.797276183,1.851085512,0.773940048,-0.543354752,-0.429615351,1
2016-7-5,0.784190118,2.425875182,1.048106203,-0.542756712,-0.431231624,1
2016-7-4,0.095863132,1.477917158,2.399465264,-0.511299807,-0.516247552,1
2016-7-1,0.229340989,2.438637981,-1.854166252,-0.517399815,-0.499761573,-1
2016-6-30,0.475358999,-1.103877907,0.678336011,-0.528642968,-0.469375652,-1
2016-2-24,-0.244374542,-0.508641261,0.097573953,-0.366979292,2.30101221,1
2016-2-23,-0.254843393,-0.249565268,-0.517696614,-0.366730297,2.294624702,1
2016-2-22,-0.473380668,0.677989942,0.961429232,-0.361532524,2.161285462,1
2016-2-19,-0.676214666,-0.008043643,-0.002319375,-0.356708244,2.037527484,1
2016-2-18,-0.698460975,0.022935955,-0.449508326,-0.356179129,2.023954029,1
2016-2-17,-0.89867776,0.423153494,0.384240428,-0.351417098,1.901792929,1
2016-2-16,-1.113289216,-0.36052213,0.204247967,-0.346312698,1.770849004,1
2016-2-15,-1.306962969,-0.777035423,0.035356692,-0.341706289,1.652680097,1
2016-2-5,-1.195731421,-0.701319785,-0.152456704,-0.344351862,1.720547375,-1
2016-2-4,-1.25854453,-0.241262824,0.404097038,-0.342857891,1.682222324,1
2016-2-3,-1.440440825,-0.409608121,-0.156043828,-0.338531602,1.571239363,1
2016-2-2,-1.507179754,-0.437319736,0.24096007,-0.336944258,1.530518997,1
2016-2-1,-1.605325236,-0.643732622,-0.331918638,-0.334609929,1.470636104,1
2016-1-29,-1.482316231,-0.370016946,0.286311436,-0.337535621,1.545689329,-1
2016-1-28,-1.573918682,-0.545295668,-0.147395895,-0.335356914,1.48979863,1
2016-1-27,-1.621028514,-0.184757627,0.035862946,-0.334236436,1.461054842,1
2016-1-26,-1.304345756,-0.272706122,-0.51361884,-0.341768538,1.654276974,-1
2016-1-25,-0.846333503,-0.567553283,0.160215983,-0.352662073,1.933730471,-1
2016-1-22,-1.081882661,-0.240004209,-0.178993443,-0.347059684,1.79001153,1
2016-1-21,-0.924849889,-0.095616761,-0.216388642,-0.35079461,1.885824157,-1
2016-1-20,-0.623870408,-0.096809133,-0.49077325,-0.357953219,2.069465027,-1
2016-1-19,-0.783520394,0.278876451,-0.022063291,-0.354156044,1.972055522,1
2016-1-18,-1.013835127,0.073457209,0.41656615,-0.348678152,1.831530335,1
2016-1-15,-0.897369154,0.175824575,-0.880471136,-0.351448222,1.902591367,-1
2016-1-14,-1.01645234,0.425008295,0.483119514,-0.348615903,1.829933458,1
2016-1-13,-0.744262201,0.68090463,-0.779719603,-0.355089776,1.996008679,-1
2016-1-12,-0.68930073,1.119741781,0.353273965,-0.356397,2.029543099,-1
2016-1-11,-1.081882661,1.734387598,-0.003517394,-0.347059684,1.79001153,1
2016-1-8,-1.359307226,1.251013134,-0.50624868,-0.340461314,1.620742554,1
2016-1-7,-0.830630225,-0.726911627,-0.067378248,-0.353035566,1.943311734,-1
2016-1-6,-0.436739688,0.770862492,0.680411307,-0.362404007,2.183641742,-1
2016-1-5,-0.745570807,0.681081277,-0.111070418,-0.355058651,1.995210241,1
2016-1-4,-0.148846272,-0.007469538,-1.097725297,-0.369251372,2.359298225,-1
2015-12-31,0.505456947,0.166064787,-1.517026921,-0.384813566,2.758517507,-1
2015-12-30,0.815596673,-0.163250765,0.572651967,-0.468644687,1.01587327,-1
2015-12-29,0.580047514,-0.322763675,0.35753725,-0.460445724,0.93776515,1
2015-12-28,0.771104054,0.02739631,-0.139843691,-0.467095994,1.001119514,-1
2015-12-25,0.841768801,-0.324596396,-0.044985166,-0.469555682,1.02455195,-1
2015-12-24,0.77633848,-0.332633868,0.149995542,-0.467278193,1.00285525,1
2015-12-23,0.805127821,0.545106678,-1.322930424,-0.468280288,1.012401798,-1
2015-12-22,0.947765923,0.731602531,0.186685105,-0.473245216,1.059700605,-1
2015-12-21,0.933371252,0.879015072,0.757268332,-0.472744168,1.054927331,1
2015-12-18,0.887570027,0.727186338,-0.563812563,-0.471149925,1.03973964,1
2015-12-17,0.767178235,1.38508877,0.210307415,-0.466959344,0.999817712,1
2015-12-16,0.619305707,1.878333426,2.173622118,-0.461812218,0.95078317,1
2015-12-15,0.527703257,0.783890263,0.381364141,-0.458623733,0.92040779,1
2015-12-14,0.293462704,2.235360592,-1.223059635,-0.45047032,0.842733604,1
2015-12-10,0.881026995,0.693380376,-0.025307132,-0.470922176,1.03756997,-1
2015-12-9,0.756709383,0.611261258,0.756526288,-0.466594946,0.99634624,1
2015-12-8,0.839151589,0.532012665,-0.408772196,-0.469464583,1.023684082,-1
2015-12-7,1.078626567,0.410501099,0.332746395,-0.477800195,1.103094005,-1
2015-12-4,1.163685985,0.810321181,0.063075846,-0.480760931,1.131299715,-1
2015-12-3,0.980481084,1.543585956,-0.445382007,-0.47438396,1.070548955,1
2015-12-2,0.624540133,0.279273908,-0.356839524,-0.461994417,0.952518906,1
2015-12-1,0.862706504,0.453227772,-0.61593248,-0.470284479,1.031494894,-1
2015-11-30,0.593133578,0.876365356,-0.409784704,-0.460901222,0.94210449,1
2015-11-27,1.277534745,1.746222996,-0.718918813,-0.484723763,1.169051973,-1
2015-11-26,2.012971563,1.807563925,-2.146545425,-0.510322746,1.412922882,-1
2015-11-25,1.866407642,3.081900731,4.947042461,-0.505221169,1.364322274,1
2015-11-24,1.537947426,1.400324638,0.14285597,-0.493788171,1.255404839,1
2015-11-23,1.577205619,1.225553778,-1.066006387,-0.495154665,1.268422859,-1
2015-11-20,1.513083904,1.678036968,-0.702635457,-0.492922725,1.247160093,1
2015-11-19,1.380914654,1.404365455,0.253160451,-0.488322196,1.203332759,1
2015-11-18,1.341656461,1.393435376,-1.269765058,-0.486955703,1.190314739,1
2015-11-17,1.744707243,1.496818466,-1.836299984,-0.500985038,1.323966412,-1
2015-11-16,1.732929785,1.126343991,-0.078562653,-0.50057509,1.320061006,1
2015-11-13,1.948849847,1.276185437,-1.798734878,-0.508090806,1.391660116,-1
2015-11-12,2.476218242,1.905780069,0.054802403,-0.526447372,1.566535519,-1
2015-11-11,2.337505959,1.055022465,-0.777625236,-0.521619094,1.520538515,1
2015-11-10,2.4879957,1.54665521,-1.239388069,-0.52685732,1.570440925,-1
